Team A,Team B,Score A,Score B,Date
15 Pre-MLS Next Tier #2,RSL-AZ Yuma 15 Boys Patino,7.0,1.0,2025-10-04
CITY SC SW B16 Pre MLS MUR,RSL-AZ Yuma 15 Boys Patino,4.0,3.0,2025-07-13
B16 Elite,RSL-AZ Yuma 15 Boys Patino,0.0,4.0,2025-07-12
B15 Academy I,RSL-AZ Yuma 15 Boys Patino,0.0,1.0,2025-07-12
AZSC 15B Navy,RSL-AZ Yuma 15 Boys Patino,2.0,6.0,2025-04-27
RSL-AZ Yuma 15 Boys Patino,RSLAZ Southern Rayados Az 2015 Blue,1.0,6.0,2025-04-26
Excel Soccer Academy 15 Red,RSL-AZ Yuma 15 Boys Patino,7.0,2.0,2025-04-13
CCV STARS 15 Boys Orange PEO,RSL-AZ Yuma 15 Boys Patino,0.0,4.0,2025-04-12
PRFC Scottsdale 15B Copa,RSL-AZ Yuma 15 Boys Patino,0.0,0.0,2025-03-01
PRFC Scottsdale 16B Predator,RSL-AZ Yuma 15 Boys Patino,0.0,0.0,2025-03-01
Next Level Soccer Northwest 2015 Boys Red,RSL-AZ Yuma 15 Boys Patino,1.0,6.0,2025-02-23
PRFC Scottsdale 15B Copa,RSL-AZ Yuma 15 Boys Patino,4.0,3.0,2025-02-22
Albion SC B15 Academy I,RSL-AZ Yuma 15 Boys Patino,5.0,4.0,2025-01-12
B15 FC,RSL-AZ Yuma 15 Boys Patino,2.0,7.0,2025-01-12
RSL-AZ Yuma 15 Boys Patino,Rebels SC IE B15 Randolph,5.0,6.0,2025-01-11
FCGS Force B2015 Black,RSL-AZ Yuma 15 Boys Patino,1.0,4.0,2025-01-11
Next Level Soccer Northwest 2015 Boys Red,RSL-AZ Yuma 15 Boys Patino,8.0,4.0,2024-10-27
PRFC Scottsdale 15B Predator,RSL-AZ Yuma 15 Boys Patino,6.0,3.0,2024-10-26
PRFC West Valley 15B Predator,RSL-AZ Yuma 15 Boys Patino,5.0,5.0,2024-10-26
AZSC 15B Gold,East Valley NSFC 14 Boys Tiggs,3.0,8.0,2025-04-19
AZSC 15B Gold,PRFC Scottsdale 14B Copa,6.0,2.0,2025-04-16
AZSC 15B Gold,NOS Santos 15 Boys Blue,1.0,2.0,2025-04-14
AZSC 15B Gold,Brazas 2015 Boys White Diego Lopez,0.0,0.0,2025-03-29
AZSC 15B Gold,Synergy FC 15/16B,0.0,0.0,2025-03-29
AZSC 15B Gold,Next Level Soccer Southeast 2015 Boys Green,4.0,1.0,2025-03-22
AZSC 15B Gold,U-10 (2015) Boys Pre Academy,7.0,6.0,2025-03-21
AZSC 15B Gold,PRFC Desert Foothills 15B Copa,0.0,0.0,2025-03-01
AZSC 15B Gold,FC ARIZONA 15 PURTELL,0.0,0.0,2025-03-01
AZ Arsenal 15 Boys Teal 2 BD,AZSC 15B Gold,3.0,5.0,2025-02-23
AZSC 15B Gold,PRFC Southeast Valley 15B Copa,8.0,3.0,2025-02-22
AYSO 1079 2015/16 Boys,AZSC 15B Gold,3.0,6.0,2025-02-22
AZSC 15B Gold,EV-NSFC 15 Boys Tiggs(2),4.0,2.0,2025-02-21
AZSC 15B Gold,BVB IA LV 2015 Black,4.0,7.0,2025-01-12
AZSC 15B Gold,Synergy FC 15/16B,4.0,7.0,2025-01-11
AZSC 15B Gold,U-10 (2015) Boys Pre Academy,0.0,8.0,2025-01-11
15B Campos,AZSC 15B Gold,1.0,3.0,2024-12-15
AZSC 15B Gold,Playmaker Futbol Academy 15B Black,0.0,6.0,2024-12-15
AZSC 15B Gold,EV-NSFC 15 Boys Tiggs(2),3.0,1.0,2024-12-14
AZSC 15B Gold,EXCEL24FallU9U10B3Klein,6.0,3.0,2024-12-14
AZSC 15B Gold,Brazas 2015 Boys White Diego Lopez,2.0,1.0,2024-11-24
AZSC 15B Gold,PRFC Southeast Valley 15B Samba,2.0,5.0,2024-11-22
AYSO 216 10UB PSP Gila Valley Ninjas,State 48 FC 15 Black,2.0,5.0,2025-04-26
AYSO 216 10UB PSP Gila Valley Ninjas,PRFC North Valley 16B Predator,3.0,4.0,2025-04-26
AYSO 216 10UB PSP Gila Valley Ninjas,Wolves 15B,0.0,4.0,2025-04-05
AYSO 216 10UB PSP Gila Valley Ninjas,PRFC Desert Foothills 16B Predator,8.0,3.0,2025-03-23
AYSO 216 10UB PSP Gila Valley Ninjas,GRP QC U10B T03 Aguirre White,1.0,1.0,2025-03-23
AYSO 216 10UB PSP Gila Valley Ninjas,RYSC 2015,2.0,3.0,2025-03-22
AYSO 216 10UB PSP Gila Valley Ninjas,NOS Santos 15 Boys White,6.0,3.0,2025-03-22
15B Blue Bennett,AYSO 216 10UB PSP Gila Valley Ninjas,4.0,4.0,2025-02-16
15B Becerra,AYSO 216 10UB PSP Gila Valley Ninjas,4.0,3.0,2025-02-15
2015/16B Valenzuela Nogales,AYSO 216 10UB PSP Gila Valley Ninjas,1.0,10.0,2025-02-15
AYSO 216 10UB PSP Gila Valley Ninjas,State 48 FC 15 Black,2.0,5.0,2025-01-19
15/16 Coed Lange,AYSO 216 10UB PSP Gila Valley Ninjas,12.0,2.0,2025-01-18
AYSO 216 10UB PSP Gila Valley Ninjas,Rangers 15B,7.0,1.0,2025-01-18
NOS Santos 15 Boys Blue,RYSC 2015,0.0,0.0,2025-10-11
NOS Santos 15 Boys Blue,RYSC 2015,6.0,1.0,2025-09-13
RYSC 2015,Sun Warriors 15/16 Boys Sixtos,2.0,3.0,2025-04-27
RYSC 2015,State 48 FC 16 Black,1.0,2.0,2025-04-26
AZ Arsenal 15 Boys Teal 2 CC,RYSC 2015,0.0,3.0,2025-04-13
Next Level Soccer Southeast 2016 Boys Blue,RYSC 2015,1.0,2.0,2025-04-12
Phoenix Premier FC 15B White,RYSC 2015,3.0,2.0,2025-04-11
Phoenix Premier FC 15B SW,RYSC 2015,0.0,0.0,2025-03-29
LAFC 15 BOYS,RYSC 2015,0.0,0.0,2025-03-29
PRFC Desert Foothills 16B Predator,RYSC 2015,6.0,3.0,2025-03-23
GRP QC U10B T03 Aguirre White,RYSC 2015,2.0,4.0,2025-03-22
NOS Santos 15 Boys White,RYSC 2015,8.0,3.0,2025-03-21
Phoenix United 17 Elite,RYSC 2015,2.0,3.0,2025-03-15
Kingman SC 2015-Gonzalez,RYSC 2015,4.0,2.0,2025-03-15
15B Blue Montoya #2,RYSC 2015,0.0,0.0,2025-03-01
RSL-AZ Yuma 15 Boys Patino WHITE,RYSC 2015,0.0,0.0,2025-03-01
Excel Soccer Academy 16 Red,RYSC 2015,3.0,3.0,2025-02-23
FC Elite Arizona 2015 Boys,RYSC 2015,5.0,3.0,2025-02-22
Blythe FC,RYSC 2015,5.0,1.0,2025-02-22
RYSC 2015,Select 15B,6.0,3.0,2024-12-07
Havasu Lions 15B Schwing,RYSC 2015,7.0,5.0,2024-12-07
RYSC 2015,Select 15B,0.0,2.0,2024-11-03
PRFC North Valley 15B Copa,RYSC 2015,2.0,2.0,2024-11-02
CCV STARS 15 Boys Navy EAV,RYSC 2015,2.0,3.0,2024-11-02
15B IGerman,2015 Club Rayos,0.0,0.0,2025-10-04
15B IGerman,FSC United 15 Boys,6.0,0.0,2025-09-07
15B IGerman,Madison FC 15 Blue Boys,2.0,6.0,2025-09-06
15B IGerman,NOS Santos 15 Boys White,2.0,6.0,2025-09-06
AZ Arsenal 15 Boys Teal SH,NOS Santos 15 Boys Blue,0.0,0.0,2025-08-15
AZ Arsenal 15 Boys Teal BD,NOS Santos 15 Boys Blue,0.0,0.0,2025-08-08
AZ Arsenal 14 Boys AYDP,NOS Santos 15 Boys Blue,2.0,3.0,2025-04-19
NOS Santos 15 Boys Blue,PRFC Scottsdale 14B Copa,2.0,1.0,2025-04-15
AZ Arsenal 15 Boys Teal 2 CC,NOS Santos 15 Boys Blue,0.0,0.0,2025-03-29
15B Blue Arviso #2,NOS Santos 15 Boys Blue,0.0,0.0,2025-03-29
CCV STARS 15 Boys Navy EAV,NOS Santos 15 Boys Blue,0.0,0.0,2025-03-01
NOS Santos 15 Boys Blue,Select 15B,0.0,0.0,2025-03-01
NOS Santos 15 Boys Blue,Next Level Soccer Southeast 2014 Boys Green,2.0,0.0,2025-01-25
NOS Santos 15 Boys Blue,PRFC Desert Foothills 14B Predator,0.0,5.0,2025-01-25
FC Elite Arizona 2014 Boys,NOS Santos 15 Boys Blue,0.0,6.0,2025-01-24
CCV STARS 14 Boys Navy PEO,NOS Santos 15 Boys Blue,8.0,0.0,2024-12-07
NOS Santos 15 Boys Blue,PRFC Southeast Valley 14B Predator-Central,8.0,1.0,2024-12-07
NOS Santos 15 Boys Blue,Tuzos Halcones 2014,1.0,9.0,2024-12-06
Legends FC AZ 15B Gold,NOS Santos 15 Boys Blue,1.0,2.0,2024-11-22
CCV Stars 15 Boys East Pre-ECNL,Phoenix Premier FC 15B White,0.0,0.0,2025-10-11
AZVV B2015 (NAVY),CCV Stars 15 Boys East Pre-ECNL,6.0,5.0,2025-09-20
AZEV B2015 (NAVY),CCV Stars 15 Boys East Pre-ECNL,3.0,2.0,2025-09-06
Madison FC 15 Blue Boys,Tuzos 2015 Nava,0.0,0.0,2025-09-27
FSC United 15 Boys,Madison FC 15 Blue Boys,0.0,5.0,2025-09-07
Madison FC 15 Blue Boys,NOS Santos 15 Boys White,1.0,6.0,2025-09-06
EV-NSFC 15 Boys Tiggs(2),Madison FC 15 Blue Boys,0.0,0.0,2025-03-29
Madison FC 15 Blue Boys,Select 15B,0.0,0.0,2025-03-29
Madison FC 15 Blue Boys,PRFC Southeast Valley 15B Samba,0.0,0.0,2025-03-01
Madison FC 15 Blue Boys,PRFC Desert Foothills 15B Copa,0.0,0.0,2025-03-01
Rangers 15B,Wolves 15B,1.0,3.0,2025-04-06
15B Garza/Bernal 2,Wolves 15B,0.0,8.0,2025-03-22
2015/16B Valenzuela Nogales,Wolves 15B,2.0,1.0,2025-03-15
Rangers 15B,Wolves 15B,3.0,1.0,2025-03-15
Pima Surf Academy Boys 15/16,Wolves 15B,5.0,3.0,2025-03-08
CDO 15B Alliance,Wolves 15B,0.0,8.0,2025-03-08
15B Johnson,Wolves 15B,4.0,0.0,2025-03-01
15B Garza/Bernal-3,Wolves 15B,0.0,4.0,2025-02-15
15B Blue Montoya #2,Wolves 15B,1.0,3.0,2025-02-08
CDO 15B Alliance,Wolves 15B,2.0,3.0,2025-02-01
Pima Surf Academy Boys 15/16,Wolves 15B,0.0,6.0,2025-01-25
15B Blue Bennett,Wolves 15B,2.0,0.0,2025-01-19
15B Becerra,Wolves 15B,2.0,1.0,2025-01-18
15B Sanchez,Wolves 15B,1.0,8.0,2025-01-18
Phoenix Premier FC 15B White,RSL-AZ Yuma 15 Boys Patino WHITE,0.0,0.0,2025-03-01
PRFC Scottsdale 15B Gazelle,RSL-AZ Yuma 15 Boys Patino WHITE,2.0,1.0,2025-02-23
Prescott Predators 15B Leick,RSL-AZ Yuma 15 Boys Patino WHITE,0.0,7.0,2025-02-22
PRFC Southeast Valley 15B Samba,RSL-AZ Yuma 15 Boys Patino WHITE,3.0,2.0,2025-02-22
16B Mendez GSA,RSL-AZ Yuma 15 Boys Patino WHITE,7.0,0.0,2024-10-27
Next Level Soccer Southeast 2015 Boys Green,RSL-AZ Yuma 15 Boys Patino WHITE,2.0,1.0,2024-10-26
RSL-AZ Yuma 15 Boys Patino WHITE,U-10 (2015) Boys Pre Academy,5.0,1.0,2024-10-26
Excel Soccer Academy 15B Black,Real Arizona 2015,0.0,0.0,2025-10-11
AZ Arsenal 15 Boys Teal SH,Real Arizona 2015,7.0,4.0,2025-10-04
Madison FC 15 White Boys,Real Arizona 2015,0.0,7.0,2025-10-04
Real Arizona 2015,Synergy FC 15/16B Chapman,0.0,6.0,2025-09-20
2015/16 Boys,Real Arizona 2015,5.0,5.0,2025-09-13
15B Campos,Players 15 Boys Junior Academy,0.0,3.0,2025-03-22
15B Campos,Synergy FC 15/16B,4.0,0.0,2025-03-21
15B Campos,Playmaker Futbol Academy 15B Black,5.0,1.0,2025-03-09
15B Campos,15B Summers,7.0,1.0,2025-03-09
15B Campos,U9/U10 Hakes Excel,9.0,1.0,2025-03-08
15B Campos,EXCEL25WU9U10B3Klein,3.0,3.0,2025-03-08
15B Campos,Allen,9.0,0.0,2025-01-04
15B Campos,16B Wagner,11.0,0.0,2025-01-04
15B Campos,15B Summers,2.0,9.0,2025-01-03
15B Campos,PRFC Desert Foothills 15B Copa,2.0,1.0,2024-12-14
15B Campos,RSLAZ Southern 15B Rayados Red,3.0,0.0,2024-12-14
15B Campos,EXCEL24FallU9U10B4Crudup,3.0,4.0,2024-12-13
15B Campos,CCV STARS 15 Boys White PEO,0.0,0.0,2024-10-19
AZ Arsenal 15 Boys Teal BD,BRAZAS FC 2015 Boys White,2.0,1.0,2025-10-11
AZ Arsenal 15 Boys Select,AZ Arsenal 15 Boys Teal BD,3.0,3.0,2025-10-09
AZ Arsenal 15 Boys Teal BD,La Piedad FC 2015 Blue,0.0,3.0,2025-09-13
AZ Arsenal 15 Boys Teal BD,AZEV B2015 (NAVY),2.0,1.0,2025-08-31
AZ Arsenal 15 Boys Teal BD,EV-NSFC 16 Boys Aguirre(1),0.0,0.0,2025-08-15
15 Boys National League #2,PRFC Scottsdale 15B Samba,3.0,0.0,2025-09-21
PRFC Scottsdale 15B Samba,Tuzos 2015 Nava,0.0,4.0,2025-09-13
15 Pre-MLS Next Tier #2,PRFC Scottsdale 15B Samba,1.0,8.0,2025-08-31
PRFC Scottsdale 15B Samba,PSG 15B Red,1.0,7.0,2025-08-30
La Piedad FC 2015 Blue,Sun Warriors 15/16 Boys,0.0,0.0,2025-10-12
Northwest 2015 Boys Blue,Sun Warriors 15/16 Boys,2.0,3.0,2025-10-10
AZ Arsenal 15 Boys Flagstaff,Sun Warriors 15/16 Boys,5.0,1.0,2025-10-04
PRFC Scottsdale 15B Gazelle,Sun Warriors 15/16 Boys,9.0,6.0,2025-09-13
Sun Warriors 15/16 Boys,Verde Valley United FC - U10 Boys,5.0,6.0,2025-05-25
Sun Warriors 15/16 Boys,WMFC Highlanders 10U Coed (2015-17),1.0,15.0,2025-05-25
Challenge 10B,Sun Warriors 15/16 Boys,1.0,8.0,2025-05-24
RYSC 2015,Sun Warriors 15/16 Boys,3.0,2.0,2025-04-27
State 48 FC 16 Black,Sun Warriors 15/16 Boys,2.0,3.0,2025-04-26
AZ Thundercats 2015,Sun Warriors 15/16 Boys,5.0,4.0,2025-04-26
15B Tesensky,Sun Warriors 15/16 Boys,4.0,5.0,2025-03-23
Brazas 2015 Boys Gold Diego Rangel,Sun Warriors 15/16 Boys,0.0,1.0,2025-03-23
Brazas 2015 Boys Gold Diego Rangel,Sun Warriors 15/16 Boys,6.0,3.0,2025-03-22
Sun Warriors 15/16 Boys,Union Maricopa 2016 Net Ninjas Selects,4.0,2.0,2025-03-22
State 48 FC Verrado 15 White,Sun Warriors 15/16 Boys,3.0,8.0,2024-12-08
Sun Warriors 15/16 Boys,West Valley 2015 Boys Rose,4.0,11.0,2024-12-07
AZ Thundercats 2015,Sun Warriors 15/16 Boys,2.0,5.0,2024-12-07
State 48 FC Verrado 15/16 Black,Sun Warriors 15/16 Boys,1.0,0.0,2024-11-10
Next Level Soccer Southeast 2015 Boys Blue,Sun Warriors 15/16 Boys,1.0,11.0,2024-11-09
Scottsdale 15 Sandsharks Select,Sun Warriors 15/16 Boys,13.0,0.0,2024-11-08
EV-NSFC 15 Boys Smith(3),EV-NSFC 15 Boys Tiggs(2),3.0,4.0,2025-04-19
AZ Arsenal 15 Boys Teal 2 BD,EV-NSFC 15 Boys Tiggs(2),3.0,1.0,2025-04-16
EV-NSFC 15 Boys Tiggs(2),LAFC 15 BOYS,6.0,3.0,2025-04-15
CCV STARS 15 Boys Navy EAV,EV-NSFC 15 Boys Tiggs(2),0.0,0.0,2025-03-29
EV-NSFC 15 Boys Tiggs(2),NOS Santos 15 Boys White,0.0,0.0,2025-03-01
EV-NSFC 15 Boys Tiggs(2),PRFC Southeast Valley 15B Copa,0.0,3.0,2025-02-22
AZ Arsenal 15 Boys Teal 2 BD,EV-NSFC 15 Boys Tiggs(2),7.0,1.0,2025-02-22
AYSO 1079 2015/16 Boys,EV-NSFC 15 Boys Tiggs(2),5.0,1.0,2025-02-20
EV-NSFC 15 Boys Tiggs(2),Playmaker Futbol Academy 15B Black,2.0,3.0,2024-12-14
EV-NSFC 15 Boys Tiggs(2),EXCEL24FallU9U10B3Klein,3.0,1.0,2024-12-13
EV-NSFC 15 Boys Tiggs(2),Select 15B,2.0,0.0,2024-11-16
CCV STARS 15 Boys Orange EAV,EV-NSFC 15 Boys Tiggs(2),5.0,5.0,2024-11-16
EV-NSFC 15 Boys Clifford(3),EV-NSFC 15 Boys Tiggs(2),6.0,6.0,2024-11-14
15B Summers,EV-NSFC 15 Boys Tiggs(2),0.0,3.0,2024-10-13
15B Garza/Bernal 2,SASC 2015B Cardinals Jimenez,0.0,8.0,2025-03-08
Empire 15B,SASC 2015B Cardinals Jimenez,4.0,2.0,2025-02-08
RSLAZ Southern 15B Rayados White,SASC 2015B Cardinals Jimenez,2.0,1.0,2025-01-25
Empire 15B,SASC 2015B Cardinals Jimenez,4.0,1.0,2025-01-19
2015/16B Valenzuela Nogales,SASC 2015B Cardinals Jimenez,3.0,2.0,2025-01-18
15B Garza/Bernal-3,SASC 2015B Cardinals Jimenez,1.0,12.0,2025-01-11
15B Garza/Bernal-3,SASC 2015B Cardinals Jimenez,10.0,1.0,2024-11-23
RSLAZ Southern 15B Rayados White,SASC 2015B Cardinals Jimenez,1.0,5.0,2024-10-19
Challenge 10B,Verde Valley United FC - U10 Boys,3.0,6.0,2025-05-25
Sun Warriors 15/16 Boys Sixtos,Verde Valley United FC - U10 Boys,6.0,5.0,2025-05-25
Verde Valley United FC - U10 Boys,WMFC Highlanders 10U Coed (2015-17),1.0,13.0,2025-05-24
PRFC North Valley 16B Predator,Verde Valley United FC - U10 Boys,3.0,5.0,2025-04-27
Prescott Predators 15B Leick,Verde Valley United FC - U10 Boys,2.0,4.0,2025-04-06
Rayitos Elite,Verde Valley United FC - U10 Boys,1.0,1.0,2025-04-06
Flagstaff SC United 15 Boys,Verde Valley United FC - U10 Boys,15.0,1.0,2025-04-05
Select 15B,Verde Valley United FC - U10 Boys,3.0,5.0,2025-04-04
AYSO 1079 2015 Boys,AZ Arsenal 15 Boys Teal 2 CC,10.0,0.0,2025-02-22
AYSO 1079 2015 Boys,PRFC West Valley 15B Samba,4.0,2.0,2025-02-21
AYSO 1079 2015 Boys,Next Level Soccer Southeast 2015 Boys Green,8.0,2.0,2025-02-20
AYSO 1079 2015 Boys,U-10 (2015) Boys San Luis Blue,5.0,2.0,2025-02-08
AYSO 1079 2015 Boys,Next Level Soccer Northwest 2015 Boys Red,1.0,8.0,2025-02-08
AYSO 1079 2015 Boys,State 48 FC Verrado 15 White,1.0,1.0,2025-02-07
AYSO 1079 2015 Boys,Atletico Tuzos Mesa 2015,0.0,1.0,2025-02-06
AYSO 1079 2015 Boys,Phoenix Premier FC 15B SW,0.0,7.0,2025-01-25
AYSO 1079 2015 Boys,AZ Arsenal 15 Boys Teal 2 BD,3.0,2.0,2025-01-24
AYSO 1079 2015 Boys,Select 15B,13.0,2.0,2025-01-18
AYSO 1079 2015 Boys,Brazas 2015 Boys White Diego Lopez,4.0,1.0,2025-01-17
AZ Arsenal 15 Boys Flagstaff,Tuzos Legacy 2015,3.0,4.0,2025-10-11
AZ Arsenal 15 Boys Flagstaff,NOS Santos 15 Boys White,4.0,4.0,2025-09-20
AZ Arsenal 15 Boys Flagstaff,PRFC North Valley 16B Predator,3.0,3.0,2025-09-06
AZ Arsenal 15 Boys Flagstaff,Select 14/15B Red,4.0,3.0,2025-04-06
AZ Arsenal 15 Boys Flagstaff,Select 14B,2.0,7.0,2025-04-05
2014/15 Boys (Pena),AZ Arsenal 15 Boys Flagstaff,3.0,6.0,2025-04-05
AZ Arsenal 15 Boys Flagstaff,PRFC North Valley 15B Copa,2.0,8.0,2025-02-23
AZ Arsenal 15 Boys Flagstaff,PRFC Scottsdale 15B Samba,5.0,1.0,2025-02-22
AZ Arsenal 15 Boys Flagstaff,CCV STARS 15 Boys Navy SUR,4.0,1.0,2025-01-12
2015 Boys Blue,AZ Arsenal 15 Boys Flagstaff,2.0,6.0,2025-01-11
2015 Boys Blue,AZ Arsenal 15 Boys Flagstaff,2.0,6.0,2025-01-11
AZ Arsenal 15 Boys Flagstaff,CCV STARS 15 Boys Navy EAV,2.0,6.0,2025-01-11
15B Tesensky,AZ Arsenal 15 Boys Flagstaff,5.0,6.0,2024-12-15
AZ Arsenal 15 Boys Flagstaff,State 48 FC Verrado 16 Black,3.0,4.0,2024-12-14
15B Sanchez,AZ Arsenal 15 Boys Flagstaff,10.0,2.0,2024-12-14
AZ Arsenal 15 Boys Flagstaff,Select 15B,7.0,1.0,2024-11-10
AZ Arsenal 15 Boys Flagstaff,Synergy FC 15/16B,5.0,5.0,2024-11-09
AZ Arsenal 15 Boys Flagstaff,AZ Arsenal 15 Boys Teal 2 BD,0.0,4.0,2024-10-13
EV-NSFC 15 Boys Smith,EV-NSFC 15 Boys Tiggs(2),4.0,3.0,2025-04-19
AZSC 16B White,EV-NSFC 15 Boys Smith,2.0,3.0,2025-04-16
EV-NSFC 15 Boys Smith,NOS Santos 15 Boys White,4.0,8.0,2025-04-15
EV-NSFC 15 Boys Smith,Phoenix Premier FC 15B SW,0.0,0.0,2025-03-29
EV-NSFC 15 Boys Smith,LAFC 15 BOYS,0.0,0.0,2025-03-29
15B Summers,EV-NSFC 15 Boys Smith,2.0,1.0,2025-03-08
EV-NSFC 15 Boys Smith,WMFC Highlanders 10U Coed (2015-17),4.0,4.0,2025-03-08
EV-NSFC 15 Boys Smith,EXCEL25WU9U10B4Elsaady,0.0,6.0,2025-03-08
2015 Boys Blue,EV-NSFC 15 Boys Smith,0.0,0.0,2025-03-01
2015 Boys Blue,EV-NSFC 15 Boys Smith,0.0,0.0,2025-03-01
Brazas 2015 Boys Gold Diego Rangel,EV-NSFC 15 Boys Smith,0.0,0.0,2025-03-01
AYSO 1079 2015/16 Boys,EV-NSFC 15 Boys Smith,4.0,6.0,2025-01-25
EV-NSFC 15 Boys Smith,Phoenix Premier FC 15B White,1.0,1.0,2025-01-25
AZ Arsenal 15 Boys Teal 2 CC,EV-NSFC 15 Boys Smith,1.0,4.0,2025-01-24
2015B Locomotive EPPL Collopy,Northwest 2015 Boys Blue,0.0,0.0,2025-10-12
15B Simbron,Northwest 2015 Boys Blue,1.0,5.0,2025-09-13
NOS Santos 15 Boys Yellow,State 48 FC Buckeye 15 Black,4.0,2.0,2025-10-11
Phoenix Premier FC 15B White,State 48 FC Buckeye 15 Black,1.0,4.0,2025-09-20
La Piedad FC 2015 Blue,State 48 FC Buckeye 15 Black,2.0,4.0,2025-09-06
CCV Stars 15 Boys South Orange,FC Deportivo AZ 2015B (Gallegos),0.0,0.0,2025-09-27
East Valley NSFC 15 Boys Klein,FC Deportivo AZ 2015B (Gallegos),1.0,2.0,2025-09-06
FC Deportivo AZ 2015B (Gallegos),State 48 FC 15 Copper,0.0,3.0,2025-04-27
FC Deportivo AZ 2015B (Gallegos),Madison FC 2015 Boys Blue,4.0,1.0,2025-04-26
CCV STARS 15 Boys Navy SUR,FC Deportivo AZ 2015B (Gallegos),5.0,1.0,2025-04-26
AZ Inferno 15 Boys Black,FC Deportivo AZ 2015B (Gallegos),9.0,1.0,2025-03-16
FC Deportivo AZ 2015B (Gallegos),Prescott Predators 15B Leick,8.0,2.0,2025-03-15
CCV STARS 15 Boys Navy SUR,FC Deportivo AZ 2015B (Gallegos),1.0,2.0,2025-03-15
FC Deportivo AZ 2015B (Gallegos),Synergy FC 15/16B,3.0,0.0,2024-12-07
FC Deportivo AZ 2015B (Gallegos),Sun Warriors 15/16 Boys,15.0,0.0,2024-12-06
FC Deportivo AZ 2015B (Gallegos),Salsa 2015,1.0,1.0,2024-11-10
FC Deportivo AZ 2015B (Gallegos),Phoenix Premier FC 15B SW,1.0,1.0,2024-11-09
CCV STARS 15 Boys White PEO,FC Deportivo AZ 2015B (Gallegos),8.0,0.0,2024-11-09
PRFC West Valley 15B Samba,Prescott Predators 15B Leick,5.0,5.0,2025-04-26
PRFC West Valley 15B Samba,U-10 (2015) Girls Pre Academy,0.0,8.0,2025-04-26
PRFC West Valley 15B Samba,West Valley 2015 Boys Valencia Pre-Elite 64,0.0,0.0,2025-03-29
15B Tesensky,PRFC West Valley 15B Samba,4.0,4.0,2025-02-22
Next Level Soccer Southeast 2015 Boys Green,PRFC West Valley 15B Samba,8.0,0.0,2025-02-22
Allen U9/U10,PRFC West Valley 15B Samba,0.0,5.0,2024-12-15
CCV STARS 15 Boys Orange EAV,PRFC West Valley 15B Samba,6.0,1.0,2024-12-14
PRFC West Valley 15B Samba,Synergy FC 15/16B,1.0,4.0,2024-11-10
PRFC West Valley 15B Samba,Select 15B,1.0,6.0,2024-11-09
PRFC West Valley 15B Samba,Playmaker Futbol Academy 15B Black,4.0,2.0,2024-11-08
15B Tesensky,PRFC West Valley 15B Samba,3.0,2.0,2024-10-26
FC Elite Arizona 2015 Boys,PRFC West Valley 15B Samba,5.0,8.0,2024-10-26
CCV STARS 15 Boys LAV,PRFC West Valley 15B Samba,2.0,10.0,2024-10-25
PRFC Scottsdale 15B Samba,PRFC West Valley 15B Samba,0.0,11.0,2024-10-13
Brazas 2015 Boys White Diego Lopez,ESC - Boys Chandler 15/16,1.0,1.0,2025-04-05
Brazas 2015 Boys White Diego Lopez,Next Level Soccer Southeast 2015 Boys Green,0.0,6.0,2025-04-05
Brazas 2015 Boys White Diego Lopez,Select 15B,2.0,0.0,2025-04-04
Brazas 2015 Boys White Diego Lopez,ESC 2016,0.0,0.0,2025-03-29
Brazas 2015 Boys White Diego Lopez,Synergy FC 15/16B,0.0,0.0,2025-03-01
Brazas 2015 Boys White Diego Lopez,Playmaker Futbol Academy 15B Black,0.0,1.0,2025-02-09
AZ Inferno 15 Boys Black,Brazas 2015 Boys White Diego Lopez,0.0,1.0,2025-02-08
Brazas 2015 Boys White Diego Lopez,U-10 (2015) Boys Pre Academy,0.0,7.0,2025-02-07
Brazas 2015 Boys White Diego Lopez,Playmaker Futbol Academy 15B Black,6.0,3.0,2025-01-18
AYSO 1079 2015/16 Boys,Brazas 2015 Boys White Diego Lopez,5.0,3.0,2025-01-18
Brazas 2015 Boys White Diego Lopez,EXCEL24FallU9U10B2Komiskey,6.0,0.0,2024-12-14
15B Summers,Brazas 2015 Boys White Diego Lopez,0.0,0.0,2024-12-14
Brazas 2015 Boys White Diego Lopez,Excel U9/U10Kaufmann,8.0,0.0,2024-12-13
Brazas 2015 Boys White Diego Lopez,PRFC Southeast Valley 15B Samba,5.0,1.0,2024-11-23
2015 Locomotive Gold,Brazas 2015 Boys White Diego Lopez,5.0,0.0,2024-10-13
Playmaker Futbol Academy 15B Black,State 48 FC Verrado 15 White,2.0,2.0,2025-03-30
16B Mendez GSA,Playmaker Futbol Academy 15B Black,1.0,8.0,2025-03-29
Next Level Soccer Southeast 2016 Boys Black,Playmaker Futbol Academy 15B Black,0.0,4.0,2025-03-29
Desert xolos,Playmaker Futbol Academy 15B Black,0.0,2.0,2025-03-22
Madison FC 2015 Boys Blue,Playmaker Futbol Academy 15B Black,0.0,1.0,2025-03-21
Playmaker Futbol Academy 15B Black,U9/U10 Hakes Excel,1.0,7.0,2025-03-08
EXCEL25WU9U10B3Klein,Playmaker Futbol Academy 15B Black,3.0,1.0,2025-03-08
PRFC West Valley 14B Pre-Academy,Playmaker Futbol Academy 15B Black,0.0,14.0,2025-02-23
