Rank,Team,team_id,PowerScore_adj,PowerScore,GP_Mult,SAO_norm,SAD_norm,SOS_norm,SOS_iterative_norm,GamesPlayed,GamesTotal,Status,is_active,LastGame
146,,557885,0.306,0.37714504209610455,0.8122523963562356,0.39635979738592814,0.43005475797257453,0.35310355170734004,0.35310355170734004,10,0,Active,False,
147,Paladin Soccer Club PSC 2015B,654999,0.296,0.364748698314591,0.8122523963562356,0.31711775020124405,0.3620249202486933,0.3815336070410059,0.3815336070410059,10,0,Active,False,
148,Arizona Arsenal Soccer Club AZ Arsenal Pre-ECNL RL B15,254492,0.293,0.4207541304956133,0.696845301935949,0.5218330093379019,0.416144872842742,0.3885975900991408,0.3885975900991408,6,0,Active,False,
149,RSL-AZ Southern AZ 15B Hinds,492115,0.286,0.433519802900878,0.6597539553864471,0.5505398266396971,0.3111919072830898,0.43528909352720097,0.43528909352720097,5,0,Provisional,False,
150,RSL-AZ North 15B Simbron,559181,0.286,0.46379119798345925,0.6170338627200097,0.42147093928659224,0.6262718435489768,0.42373773569390905,0.42373773569390905,4,0,Provisional,False,
151,Arizona Soccer Club GRP QC U10B T03 Aguirre White,541750,0.285,0.37535833586565626,0.7596577929323739,0.3597307508786405,0.6902341676293341,0.27560892027343553,0.27560892027343553,8,0,Active,False,
152,State 48 FC State 48 FC Avondale 15 Copper,469906,0.28,0.4015722882001517,0.696845301935949,0.2785244990211814,0.4393911792552422,0.4299819209081116,0.4299819209081116,6,0,Active,False,
153,FC Arizona FC ARIZONA 15 PURTELL,496539,0.277,0.36410590870817455,0.7596577929323739,0.4005110262276593,0.19667392711888448,0.40778153006477635,0.40778153006477635,8,0,Active,False,
154,RSL-AZ Southern AZ 15B Echanove,413798,0.275,0.4165238203125197,0.6597539553864471,0.4130484731046544,0.5292949233878874,0.38009190169001894,0.38009190169001894,5,0,Provisional,False,
155,East Valley/NSFC East Valley NSFC 15 Boys Tiggs,78766,0.268,0.36731444297005933,0.7298278187766997,0.20090296759029383,0.35827258674037654,0.4257988868398755,0.4257988868398755,7,0,Active,False,
156,Paris Saint-Germain Academy Phoenix PSG 15B Red,615217,0.263,0.3767275107199781,0.696845301935949,0.46417616789516647,0.4629064899840906,0.3188516319068778,0.3188516319068778,6,0,Active,False,
157,Renegades Soccer Club Renegades 15B,419446,0.256,0.32579732510198867,0.786980106228871,0.3443683592244488,0.34180970989533166,0.3142695187967209,0.3142695187967209,9,0,Active,False,
158,Pima County Surf Soccer Club West Valley 15/16B,521210,0.253,0.3831200951832737,0.6597539553864471,0.48144287361245314,0.5575679350000942,0.2921965557679404,0.2921965557679404,5,0,Provisional,False,
159,RSL-AZ South 15B NMarkette Pre-MLS Next,82323,0.246,0.3979108683666354,0.6170338627200097,0.6339604973470159,0.34896816139998027,0.3355418943620603,0.3355418943620603,4,0,Provisional,False,
160,FBSL Tuzos 2015 Nava,646787,0.246,0.33761827031843494,0.7298278187766997,0.4518927651453272,0.2872994517456132,0.31629971156707815,0.31629971156707815,7,0,Active,False,
161,CCV STARS CCV Stars 15 Boys North Pre-ECNL,128642,0.236,0.38306032023709924,0.6170338627200097,0.5074133027992753,0.34896816139998027,0.35297337899541353,0.35297337899541353,4,0,Provisional,False,
162,Phoenix Rising FC PRFC Scottsdale 15B Stars,215969,0.234,0.412878514095847,0.566014266387059,0.8303944515146054,0.416144872842742,0.2726177487072959,0.2726177487072959,3,0,Provisional,False,
163,CCV STARS CCV Stars 15 Boys East Pre-ECNL,259042,0.232,0.4098857760964723,0.566014266387059,0.43560813788993824,0.5575679350000942,0.35208426919744307,0.35208426919744307,3,0,Provisional,False,
164,Coronado Athletic Club CAC 15/16B (Conroy),658496,0.229,0.37070527153523486,0.6170338627200097,0.30230872255958313,0.2872994517456132,0.4213060611236593,0.4213060611236593,4,0,Provisional,False,
165,Phoenix Rising FC PRFC Southeast Valley 15B Pre-Academy,129374,0.228,0.5590462840568748,0.4070905315369044,0.23456325409080814,0.416144872842742,0.7148410977836082,0.7148410977836082,1,0,Provisional,False,
166,FC Tucson Youth Soccer 15 Pre-MLS Next #2,304060,0.228,0.3700303202167548,0.6170338627200097,0.5929197497588847,0.381992729944931,0.2917463737933194,0.2917463737933194,4,0,Provisional,False,
167,Madison FC Madison FC 15 Blue Boys,372005,0.217,0.2755057573552927,0.786980106228871,0.2785244990211814,0.2872994517456132,0.2705682786698896,0.2705682786698896,9,0,Active,False,
168,CCV STARS CCV Stars 15 Boys West Orange,382626,0.209,0.3686162418793384,0.566014266387059,0.16184295050963715,0.4629064899840906,0.40611058963432134,0.40611058963432134,3,0,Provisional,False,
169,RSL-AZ South EXCEL25WU9U10B4Elsaady,559752,0.205,0.3329610418682254,0.6170338627200097,0.5505398266396971,0.45112154566977664,0.22104794567721767,0.22104794567721767,4,0,Provisional,False,
170,RSL-AZ West Valley West Valley 2015 Boys Valencia Pre-Premier,305345,0.187,0.45984769319427155,0.4070905315369044,0.9073090309437862,0.5575679350000942,0.27812050000915906,0.27812050000915906,1,0,Provisional,False,
171,FC Tucson Youth Soccer 15 Boys National League #2,385309,0.186,0.3019551702417683,0.6170338627200097,0.20490454233586375,0.31733265726331045,0.3291795505365558,0.3291795505365558,4,0,Provisional,False,
172,RSL-AZ South EXCEL24FallU9U10B2Komiskey,559755,0.153,0.2702187062877007,0.566014266387059,0.6067761601448651,0.5103298149563985,0.07799585211241329,0.07799585211241329,3,0,Provisional,False,
