Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Team A Normalized,Team B Normalized,Team A Match,Team A Match Type,Team B Match,Team B Match Type
12/15/2024,PRFC Desert Foothills 14B Pre-Academy,PRFC West Valley 15B Predator,6,3,W,L,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437976,87271,prfc desert foothills 14b preacademy,prfc west valley 15b predator,PRFC Desert Foothills 14B Pre-Academy,EXACT,PRFC West Valley 14B Predator,FUZZY
12/14/2024,PRFC Desert Foothills 14B Pre-Academy,Next Level Soccer Southeast 2014 Boys Blue,2,3,L,W,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437971,87271,prfc desert foothills 14b preacademy,next level soccer southeast 2014 boys blue,PRFC Desert Foothills 14B Pre-Academy,EXACT,Southeast 2014 Boys Blue,FUZZY
12/14/2024,Madison FC 14 Gold Boys Storm,PRFC Desert Foothills 14B Pre-Academy,1,1,T,T,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437968,87271,madison fc 14 gold boys storm,prfc desert foothills 14b preacademy,Madison FC 14 Gold Boys,FUZZY,PRFC Desert Foothills 14B Pre-Academy,EXACT
11/3/2024,Playmaker Futbol Academy 14B Gold,PRFC Desert Foothills 14B Pre-Academy,2,4,L,W,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072125,87271,playmaker futbol academy 14b gold,prfc desert foothills 14b preacademy,Playmaker Futbol Academy 14B Gold,EXACT,PRFC Desert Foothills 14B Pre-Academy,EXACT
11/2/2024,Legends FC AZ 14B Gold,PRFC Desert Foothills 14B Pre-Academy,1,2,L,W,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072116,87271,legends fc az 14b gold,prfc desert foothills 14b preacademy,,NO_MATCH,PRFC Desert Foothills 14B Pre-Academy,EXACT
10/27/2024,Next Level Soccer Northwest 2014 Boys,PRFC Desert Foothills 14B Pre-Academy,1,4,L,W,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Super - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17979975,87271,next level soccer northwest 2014 boys,prfc desert foothills 14b preacademy,Northwest 2014 Boys,FUZZY,PRFC Desert Foothills 14B Pre-Academy,EXACT
10/19/2024,15B NMarkette,PRFC Desert Foothills 14B Pre-Academy,1,10,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",17045651,87271,15b nmarkette,prfc desert foothills 14b preacademy,,NO_MATCH,PRFC Desert Foothills 14B Pre-Academy,EXACT
10/5/2024,Legends FC AZ 14B Gold,PRFC Desert Foothills 14B Pre-Academy,3,9,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,Jackrabbit Basin,"6101 E Paradise Ln., Scottsdale, AZ 85254",17045644,87271,legends fc az 14b gold,prfc desert foothills 14b preacademy,,NO_MATCH,PRFC Desert Foothills 14B Pre-Academy,EXACT
9/7/2024,PRFC Desert Foothills 14B Pre-Academy,AZ Arsenal 14 Boys Teal 1,5,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,Horseshoe Trails Elementary (PRFC-DF),"5405 E Pinnacle Vista Dr , Phoenix, AZ 85054",17045628,87271,prfc desert foothills 14b preacademy,az arsenal 14 boys teal 1,PRFC Desert Foothills 14B Pre-Academy,EXACT,AZ Arsenal 14 Boys Teal SC,FUZZY
9/1/2024,PRFC North Valley 14B Predator,PRFC Desert Foothills 14B Pre-Academy,2,4,L,W,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Weah,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17372468,87271,prfc north valley 14b predator,prfc desert foothills 14b preacademy,PRFC North Valley 14B Predator,EXACT,PRFC Desert Foothills 14B Pre-Academy,EXACT
4/21/2024,Juventus,PRFC Desert Foothills 14B Pre-Academy,1,1,T,T,Schools Out For Summer 2024,Schools Out,U11B U11 Boys B,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",15600193,87271,juventus,prfc desert foothills 14b preacademy,,NO_MATCH,PRFC Desert Foothills 14B Pre-Academy,EXACT
4/20/2024,PRFC Desert Foothills 14B Pre-Academy,Chelsea 13B,1,6,L,W,Schools Out For Summer 2024,Schools Out,U11B U11 Boys B,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",15600188,87271,prfc desert foothills 14b preacademy,chelsea 13b,PRFC Desert Foothills 14B Pre-Academy,EXACT,,NO_MATCH
10/5/2025,Tuzos Academy Mesa 2014,Pima Surf 2014 B,0,6,L,W,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 West,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21533689,385521,tuzos academy mesa 2014,pima surf 2014 b,Tuzos Academy Mesa 2014,EXACT,Pima Surf 2014 B Blue,FUZZY
9/20/2025,Tuzos Academy Mesa 2014,RSL-AZ Yuma 14 Boys Quinonez,4,7,L,W,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 West,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21533704,385521,tuzos academy mesa 2014,rslaz yuma 14 boys quinonez,Tuzos Academy Mesa 2014,EXACT,RSL-AZ Yuma 14 Boys Quinonez,EXACT
9/7/2025,Tuzos Academy Mesa 2014,U-12 (2014) Boys Yuma Pre Academy,1,2,L,W,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Silver (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",22426346,385521,tuzos academy mesa 2014,u12 2014 boys yuma pre academy,Tuzos Academy Mesa 2014,EXACT,U-12 (2014) Boys Yuma Pre Academy,EXACT
9/6/2025,FC Elite Arizona 2014 Boys - Urbina,Tuzos Academy Mesa 2014,0,4,L,W,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Silver (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",22426334,385521,fc elite arizona 2014 boys urbina,tuzos academy mesa 2014,FC Elite Arizona 2014 Boys - Urbina,EXACT,Tuzos Academy Mesa 2014,EXACT
8/31/2025,Tuzos Academy Mesa 2014,Dynamos SC 14B Gold,2,2,T,T,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Pepi,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380618,385521,tuzos academy mesa 2014,dynamos sc 14b gold,Tuzos Academy Mesa 2014,EXACT,Dynamos SC 14B Gold,EXACT
8/30/2025,RSL-AZ Yuma 14 Boys Quinonez,Tuzos Academy Mesa 2014,3,3,T,T,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Pepi,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380612,385521,rslaz yuma 14 boys quinonez,tuzos academy mesa 2014,RSL-AZ Yuma 14 Boys Quinonez,EXACT,Tuzos Academy Mesa 2014,EXACT
8/29/2025,Tuzos Academy Mesa 2014,Southeast 2014 Boys Green,3,1,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Pepi,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380614,385521,tuzos academy mesa 2014,southeast 2014 boys green,Tuzos Academy Mesa 2014,EXACT,Southeast 2014 Boys Green,EXACT
3/29/2025,Phoenix United 2015 Elite,Tuzos Academy Mesa 2014,0,1,L,W,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950200,385521,phoenix united 2015 elite,tuzos academy mesa 2014,,NO_MATCH,Tuzos Academy Mesa 2014,EXACT
3/16/2025,Tuzos Academy Mesa 2014,Phoenix United FC 2014 Premier,2,0,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket Red,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826525,385521,tuzos academy mesa 2014,phoenix united fc 2014 premier,Tuzos Academy Mesa 2014,EXACT,Phoenix United 2014 Premier,FUZZY
3/15/2025,14B Engilman,Tuzos Academy Mesa 2014,5,3,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket Red,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826519,385521,14b engilman,tuzos academy mesa 2014,14B Engilman,EXACT,Tuzos Academy Mesa 2014,EXACT
3/15/2025,Tuzos Academy Mesa 2014,CCV STARS 14 Boys Navy PEO,2,3,L,W,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket Red,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826518,385521,tuzos academy mesa 2014,ccv stars 14 boys navy peo,Tuzos Academy Mesa 2014,EXACT,14 Boys Navy,FUZZY
3/1/2025,Tuzos Academy Mesa 2014,Select 14B,7,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Eagles Park,"828 E Broadway, Mesa, AZ 85204",18570092,385521,tuzos academy mesa 2014,select 14b,Tuzos Academy Mesa 2014,EXACT,Select 14B,EXACT
2/9/2025,Select 14B,Tuzos Academy Mesa 2014,3,3,T,T,Desert Classic 2025,Desert Classic,U11B U11 Boys Bronze 2,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969152,385521,select 14b,tuzos academy mesa 2014,Select 14B,EXACT,Tuzos Academy Mesa 2014,EXACT
2/9/2025,Tuzos Academy Mesa 2014,Phoenix United FC 2014 Premier,3,3,T,T,Desert Classic 2025,Desert Classic,U11B U11 Boys Bronze 2,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969155,385521,tuzos academy mesa 2014,phoenix united fc 2014 premier,Tuzos Academy Mesa 2014,EXACT,Phoenix United 2014 Premier,FUZZY
2/1/2025,Tuzos Academy Mesa 2014,2014 Boys Blue,4,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Eagles Park (ASA),"828 E Broadway Rd, Mesa, AZ 85204",18570083,385521,tuzos academy mesa 2014,2014 boys blue,Tuzos Academy Mesa 2014,EXACT,2014 Boys Blue,EXACT
1/25/2025,Tuzos Academy Mesa 2014,LAFC 14 BOYS,7,3,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Eagles Park (ASA),"828 E Broadway Rd, Mesa, AZ 85204",18570082,385521,tuzos academy mesa 2014,lafc 14 boys,Tuzos Academy Mesa 2014,EXACT,,NO_MATCH
1/18/2025,PRFC Scottsdale 14B Copa,Tuzos Academy Mesa 2014,0,11,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",18570075,385521,prfc scottsdale 14b copa,tuzos academy mesa 2014,PRFC Scottsdale 14B Copa,EXACT,Tuzos Academy Mesa 2014,EXACT
1/11/2025,Tuzos Academy Mesa 2014,AZSC 14B Azanger,1,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Eagles Park (ASA),"828 E Broadway Rd, Mesa, AZ 85204",18570073,385521,tuzos academy mesa 2014,azsc 14b azanger,Tuzos Academy Mesa 2014,EXACT,,NO_MATCH
12/7/2024,Next Level Soccer Southeast 2014 Boys Blue,Tuzos Academy Mesa 2014,7,1,W,L,The Open (2024) SuperCopa & SuperCopa+ Qualifier,The Open,U11B Open Boys U11,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",18423414,385521,next level soccer southeast 2014 boys blue,tuzos academy mesa 2014,Southeast 2014 Boys Blue,FUZZY,Tuzos Academy Mesa 2014,EXACT
12/6/2024,Next Level Soccer Southeast 2014 Boys Blue,Tuzos Academy Mesa 2014,9,2,W,L,The Open (2024) SuperCopa & SuperCopa+ Qualifier,The Open,U11B Open Boys U11,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",18423411,385521,next level soccer southeast 2014 boys blue,tuzos academy mesa 2014,Southeast 2014 Boys Blue,FUZZY,Tuzos Academy Mesa 2014,EXACT
12/6/2024,Tuzos Academy Mesa 2014,Next Level Soccer Northwest 2014 Boys,1,2,L,W,The Open (2024) SuperCopa & SuperCopa+ Qualifier,The Open,U11B Open Boys U11,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",18423413,385521,tuzos academy mesa 2014,next level soccer northwest 2014 boys,Tuzos Academy Mesa 2014,EXACT,Northwest 2014 Boys,FUZZY
11/16/2024,Tuzos Academy Mesa 2014,Playmaker Futbol Academy 14B Gold,3,1,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,Eagles Park,"828 E Broadway, Mesa, AZ 85204",17072061,385521,tuzos academy mesa 2014,playmaker futbol academy 14b gold,Tuzos Academy Mesa 2014,EXACT,Playmaker Futbol Academy 14B Gold,EXACT
11/9/2024,14B Jimmy,Tuzos Academy Mesa 2014,4,5,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",17072047,385521,14b jimmy,tuzos academy mesa 2014,,NO_MATCH,Tuzos Academy Mesa 2014,EXACT
11/3/2024,14B Engilman,Tuzos Academy Mesa 2014,4,4,T,T,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072115,385521,14b engilman,tuzos academy mesa 2014,14B Engilman,EXACT,Tuzos Academy Mesa 2014,EXACT
11/2/2024,Tuzos Academy Mesa 2014,Next Level Soccer Northwest 2014 Boys,3,6,L,W,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072123,385521,tuzos academy mesa 2014,next level soccer northwest 2014 boys,Tuzos Academy Mesa 2014,EXACT,Northwest 2014 Boys,FUZZY
11/2/2024,Tuzos Academy Mesa 2014,AZ Arsenal 15 Boys Teal 1 JZ,3,3,T,T,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072118,385521,tuzos academy mesa 2014,az arsenal 15 boys teal 1 jz,Tuzos Academy Mesa 2014,EXACT,,NO_MATCH
10/26/2024,Tuzos Academy Mesa 2014,14B OMolina,5,1,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,Eagles Park,"828 E Broadway, Mesa, AZ 85204",17072052,385521,tuzos academy mesa 2014,14b omolina,Tuzos Academy Mesa 2014,EXACT,,NO_MATCH
10/23/2024,NOS Santos 14 Boys Blue,Tuzos Academy Mesa 2014,5,4,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,EV- NOS Santos Soccer Complex (NOS),"12347 S. Sossaman , Mesa, AZ 85212",17072068,385521,nos santos 14 boys blue,tuzos academy mesa 2014,NOS Santos 14 Boys Blue,EXACT,Tuzos Academy Mesa 2014,EXACT
10/19/2024,Tuzos Academy Mesa 2014,PRFC Southeast Valley 14B Pre-Academy,2,1,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,Eagles Park,"828 E Broadway, Mesa, AZ 85204",17072071,385521,tuzos academy mesa 2014,prfc southeast valley 14b preacademy,Tuzos Academy Mesa 2014,EXACT,PRFC Southeast Valley 14B Pre-Academy,EXACT
10/11/2024,Tuzos Academy Mesa 2014,Next Level Soccer Southeast 2014 Boys Green,6,4,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze West,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858975,385521,tuzos academy mesa 2014,next level soccer southeast 2014 boys green,Tuzos Academy Mesa 2014,EXACT,Southeast 2014 Boys Green,FUZZY
10/5/2024,Tuzos Academy Mesa 2014,14B Engilman,1,1,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,Eagles Park,"828 E Broadway, Mesa, AZ 85204",17072062,385521,tuzos academy mesa 2014,14b engilman,Tuzos Academy Mesa 2014,EXACT,14B Engilman,EXACT
9/21/2024,Phoenix United 2014B West,Tuzos Academy Mesa 2014,5,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17072054,385521,phoenix united 2014b west,tuzos academy mesa 2014,2014B West,FUZZY,Tuzos Academy Mesa 2014,EXACT
8/31/2024,14 ECNL #2,Tuzos Academy Mesa 2014,1,1,T,T,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Robinson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17371424,385521,14 ecnl 2,tuzos academy mesa 2014,,NO_MATCH,Tuzos Academy Mesa 2014,EXACT
8/30/2024,Tuzos Academy Mesa 2014,PRFC West Valley 14B Pre-Academy,5,1,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Robinson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17371426,385521,tuzos academy mesa 2014,prfc west valley 14b preacademy,Tuzos Academy Mesa 2014,EXACT,PRFC West Valley 14B Pre-Academy,EXACT
6/1/2025,CITY SC SW B14 Premier MUR,FC Elite Arizona 2014 Boys (ARCHIVED),5,3,W,L,Coronado (San Diego) 25,Soccer in the Sand,U11B Sand U11,SITS Field,"5000 CA-75, Coronado, CA 92188",20827673,488139,city sc sw b14 premier mur,fc elite arizona 2014 boys archived,,NO_MATCH,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
5/31/2025,FC Elite Arizona 2014 Boys (ARCHIVED),SWSC B2014 GOLD,6,0,W,L,Coronado (San Diego) 25,Soccer in the Sand,U11B Sand U11,SITS Field,"5000 CA-75, Coronado, CA 92188",20827667,488139,fc elite arizona 2014 boys archived,swsc b2014 gold,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT,,NO_MATCH
5/31/2025,Temecula FC 2014 quails,FC Elite Arizona 2014 Boys (ARCHIVED),8,7,W,L,Coronado (San Diego) 25,Soccer in the Sand,U11B Sand U11,SITS Field,"5000 CA-75, Coronado, CA 92188",20827664,488139,temecula fc 2014 quails,fc elite arizona 2014 boys archived,,NO_MATCH,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
4/27/2025,State 48 FC 14 White,FC Elite Arizona 2014 Boys (ARCHIVED),2,1,W,L,AZFC Select Challenge 2025,AZFC Select Challenge,U11B U11 White (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20463959,488139,state 48 fc 14 white,fc elite arizona 2014 boys archived,State 48 FC Avondale 14 White,FUZZY,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
4/26/2025,FC Elite Arizona 2014 Boys (ARCHIVED),PRFC North Valley 14B Copa,6,0,W,L,AZFC Select Challenge 2025,AZFC Select Challenge,U11B U11 White (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20463956,488139,fc elite arizona 2014 boys archived,prfc north valley 14b copa,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT,PRFC North Valley 14B Copa,EXACT
4/26/2025,Madison FC 2015 Boys Gold,FC Elite Arizona 2014 Boys (ARCHIVED),1,3,L,W,AZFC Select Challenge 2025,AZFC Select Challenge,U11B U11 White (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20463955,488139,madison fc 2015 boys gold,fc elite arizona 2014 boys archived,,NO_MATCH,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
4/6/2025,FC Elite Arizona 2014 Boys (ARCHIVED),FC Deportivo AZ 2014B (Gallegos),2,3,L,W,Yavapai All Boys Tournament 2025,Yavapai,U11B U11 Boys 2,Pioneer Park Prescott,"1200 Commerce Drive , Prescott, AZ 86305",20191572,488139,fc elite arizona 2014 boys archived,fc deportivo az 2014b gallegos,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT,FC Deportivo AZ 2014B (Gallegos),EXACT
4/5/2025,FC Deportivo AZ 2014B (Gallegos),FC Elite Arizona 2014 Boys (ARCHIVED),4,3,W,L,Yavapai All Boys Tournament 2025,Yavapai,U11B U11 Boys 2,P- Mountain Valley Park Yavapai Soccer,"8600 E. Nace Ln. , Prescott Valley , AZ 86314",20191567,488139,fc deportivo az 2014b gallegos,fc elite arizona 2014 boys archived,FC Deportivo AZ 2014B (Gallegos),EXACT,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
4/5/2025,FC Elite Arizona 2014 Boys (ARCHIVED),Amore 2014 Boys,4,1,W,L,Yavapai All Boys Tournament 2025,Yavapai,U11B U11 Boys 2,P- Mountain Valley Park Yavapai Soccer,"8600 E. Nace Ln. , Prescott Valley , AZ 86314",20191569,488139,fc elite arizona 2014 boys archived,amore 2014 boys,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT,Amore 2014 Boys,EXACT
3/23/2025,FC Elite Arizona 2014 Boys (ARCHIVED),2014 Boys Yellow,0,1,L,W,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Gold,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881259,488139,fc elite arizona 2014 boys archived,2014 boys yellow,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT,2014 Boys Yellow,EXACT
3/22/2025,2014 Boys Yellow,FC Elite Arizona 2014 Boys (ARCHIVED),1,2,L,W,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Gold,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881257,488139,2014 boys yellow,fc elite arizona 2014 boys archived,2014 Boys Yellow,EXACT,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
3/22/2025,Phoenix United 2015 Academy,FC Elite Arizona 2014 Boys (ARCHIVED),2,2,T,T,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Gold,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881255,488139,phoenix united 2015 academy,fc elite arizona 2014 boys archived,Phoenix United 2014 Academy,FUZZY,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
3/8/2025,PRFC Southeast Valley 14B Predator-Central,FC Elite Arizona 2014 Boys (ARCHIVED),1,2,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 5 11U Boys,Mountain View Park (Phoenix Surf),"201 E Mountain View Dr., Avondale, AZ 85323",18569683,488139,prfc southeast valley 14b predatorcentral,fc elite arizona 2014 boys archived,PRFC Southeast Valley 14B Predator-Central,EXACT,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
2/23/2025,Kingman SC B14 McGill,FC Elite Arizona 2014 Boys (ARCHIVED),0,3,L,W,AZFC Select Invitational 2025,AZFC Select Invitational ,U11B 2014 Silver (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19117921,488139,kingman sc b14 mcgill,fc elite arizona 2014 boys archived,Kingman SC B14 McGill,EXACT,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
2/1/2025,PRFC Scottsdale 14B Predator,FC Elite Arizona 2014 Boys (ARCHIVED),0,2,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 5 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",18569672,488139,prfc scottsdale 14b predator,fc elite arizona 2014 boys archived,PRFC Scottsdale 14B Predator,EXACT,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
1/25/2025,Next Level Soccer Southeast 2014 Boys Green,FC Elite Arizona 2014 Boys (ARCHIVED),0,0,T,T,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Bronze 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702695,488139,next level soccer southeast 2014 boys green,fc elite arizona 2014 boys archived,Southeast 2014 Boys Green,FUZZY,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
1/25/2025,FC Elite Arizona 2014 Boys (ARCHIVED),PRFC Desert Foothills 14B Predator,7,0,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Bronze 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702699,488139,fc elite arizona 2014 boys archived,prfc desert foothills 14b predator,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT,PRFC Desert Foothills 14B Predator,EXACT
1/24/2025,FC Elite Arizona 2014 Boys (ARCHIVED),NOS Santos 15 Boys Blue,6,0,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Bronze 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702691,488139,fc elite arizona 2014 boys archived,nos santos 15 boys blue,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT,NOS Santos 14 Boys Blue,FUZZY
1/19/2025,Real Arizona 2014,FC Elite Arizona 2014 Boys (ARCHIVED),0,1,L,W,North Scottsdale Sandsharks Invitational 2025,Sandsharks,U11B U11 Boys Costa Rica,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18653788,488139,real arizona 2014,fc elite arizona 2014 boys archived,Real Arizona 2014,EXACT,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT
1/19/2025,FC Elite Arizona 2014 Boys (ARCHIVED),Scottsdale 14 Sandsharks,1,0,W,L,North Scottsdale Sandsharks Invitational 2025,Sandsharks,U11B U11 Boys Costa Rica,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18653787,488139,fc elite arizona 2014 boys archived,scottsdale 14 sandsharks,FC Elite Arizona 2014 Boys (ARCHIVED),EXACT,Scottsdale 14 Sandsharks Select,FUZZY
