team_name,club_name,gotsport_team_id,state
B2015 Blue 24/25,SDSC Surf,58574,CAS
Bloomingdale Lightning White 15b,BLFC,415027,IL
Fire FC 15,Fire FC,514618,TXN
BSA 2015 Boys Blue,Bettendorf Soccer Association,354857,IA
CFC Naples 15B Elite,Coerfontaine FC,537130,FL
Aztecas SC 15B Ruiz,Aztecas Futbol Club,95298,TXN
FSF Santos,Future Stars Futbol,276106,NYE
2015 Red Devils,Haverford SC,262600,PAE
STA-MUSC 2015B White,STA,322170,NJ
2015B White,FC America,368685,FL
Orlando City Soccer School Windermere and Clermont 2015 Purple,OCSS Windermere & Clermont,419069,FL
VE Union 2016,Vereinigung Erzgebirge SC ,370252,PAE
Michigan Wolves 15 Academy Black,Michigan Wolves,82134,MI
MVP B15 Gold,Mockingbird Valley Premier,343998,KY
Chargers LWR PreMLS B2015 (U11),Chargers Soccer Club,627300,FL
Argentina,Lakewood SC,415143,NJ
RDP Boys 2015,Seacoast United,580911,NH
South Tahoe FC 2015 Boys,South Tahoe FC,219704,CAN
MUFC 2015B White,Merced United FC,266811,CAN
2015B Gold,West-Mont United S.A,386139,PAE
2015B Premier Yellow,Los Gatos United Soccer Club,338505,CAN
FC Dallas Youth 15B West,FC Dallas Youth,400555,TXN
B15 Select,Sand and Surf SC,336484,CAS
Fallbrook Villa FC B2015 Blue,FYSL,462316,CAS
Bandits 2015B,Independent Teams - NTX,331432,TXN
Dallas Surf 15B South,Dallas Surf,486140,TXN
B2015 North - Blue,FC Premier (CA),483443,CAS
U11 NEXT GEN NORTH 1,GFI Academy,409205,TXS
Corsicana Tigers FC 15B ( Independent Teams- NTX ),Ennis SA,454940,TXN
CSCSF Charlotte Premier 2015 Boys,Charlotte County Soccer Federation,370489,FL
BASA 15 Boys,Bay Area SA,396728,MI
OLD Kernow Storm FC B15 TCSL Malcolmson,Kernow Storm FC,406577,TXN
2015 Cockeysville FC Hooligans,Cockeysville FC,382646,MD
Phoenix Premier FC 15B X-Factor,Phoenix Premier FC,250007,AZ
Uruguay 2015 BLACK,Uruguayan NY Soccer Club,585677,NYE
SC LIONS 2015B WHITE,Santa Clara Youth Soccer League,338684,CAN
Detroit City FC North 15B Rouge,Saginaw Township SA,391456,MI
Solar 15B Red Salcedo Pre ECNL,Solar SC,406167,TXN
CFA OC B15 Helm,California Football Academy,368252,CAS
Santa Clarita B2015 Blue,United SoCal,471597,CAS
Ronaldo Academy Tampa 2015 Black WFPL,RONALDO ACADEMY TAMPA BAY,275373,FL
SCV B15 FC,Legends FC Santa Clarita,372110,CAS
Tampa Dynamo FC 2015B White,Tampa Dynamo FC,272600,FL
TST Pallas Blue,Kosmos FC ,397381,NYE
UCCA 2015B Red,United Capital City Athletic,516603,MO
B2015 White,Downey United Football Club,473367,CAS
United FC Jr NPSC,North Plainfield SC,535946,NJ
Manalapan SC Braves 15B Red,Manalapan SC,271798,NJ
United Silicon Valley 15B Blue,AYSO United Silicon Valley,336929,CAN
B15 PH Academy White,Florida Celtic,273347,FL
B2015 Pre MLS Next II,DUSC,270181,NYE
Elite Boys 2015 Blue,Levittown Soccer Club (LIJSL),361698,NYE
Bu11 Elite Academy,ALBION SC Delaware,506570,DE
North County B2015 Black,United SoCal,471581,CAS
MDA 2015B GOLD,Michigan Development Academy,498523,MI
GREAT BEND PANTHERS 15B,SOUTHWEST KANSAS,280695,KS
WI Sharks B2015,West Islip Soccer Club,381844,NYE
Fremont Rush 2015B Blue Zorros,Fremont Rush Soccer,180380,CAN
MT SURF B2015 Blue,Montana Surf,428617,MT
Sandpoint Strikers FC 2015B,Sandpoint Strikers FC,509001,ID
Arkansas Comets 2015B Pre ECNL,Arkansas Comets FC,262024,AR
Kirkwood United SC 2015B Red Bast,Kirkwood United SC,385039,MO
DSX Orange 2015B,Dublin Soccer League,388481,OH
FC Portland 15B Navy,FC Portland Academy,625863,OR
IRV B2015 Blue*,Pateadores Soccer Club,235269,CAS
Sporting Gainesville 2015B PRE-NPL,Sporting Gainesville Soccer Academy,388636,FL
NEOFC Bartlesville 15 Boys Gray,NE Oklahoma FC,409586,OK
McLean Youth Soccer 2015 Boys White,McLean YS,371352,VA
Hollister Tremors 2015B Chelsea,Hollister Tremors,333986,CAN
Raptors,Old Bridge Soccer Club,413712,NJ
Sporting CA West B15 - Lopez,Sporting California USA,470038,CAS
Dallas Texans 2015 Boys FW Wood,Dallas Texans,530608,TXN
2015 Junior Premier Red,Cherry Hill FC,261438,NJ
15 Boys EDT 1,Minnesota Rush,410195,MN
Lightning 16/15 Black,San Juan Soccer Club,370540,CAN
2015 Green AR,South Miami United FC,552364,FL
2015/U11 Boys: NEAL,Seacoast United Massachusetts,390830,MA
Atlantic United Premier Fire 2015 B,Atlantic United Soccer Club,382670,NJ
Florida Evolution FC U10 Green,Boynton United FC,250575,FL
B2015 National,Brooklyn United Academy,384380,NYE
AYSO 345 Okeeheelee Heat Mance,,569322,FL
TFA-Glendale B2015,TOTAL FUTBOL ACADEMY (CA),443063,CAS
Cityzens FC 15B,Independent Teams - NTX,122844,TXN
South Bay B2015 Blue,United SoCal,476895,CAS
KHP4 Swan City B15,Kings Hammer Swan City Soccer Club,461458,FL
Dominion USYS 15 B,HEX FC,633929,PAE
BUSA '15 Green,Brazilian United Soccer Academy,361221,MD
Sparta B15 JA,,380395,UT
LV Heat Surf B15 Pre SP Henderson,LV Heat Surf SC ,329836,NV
Hazlet Knights,Hazlet United,333378,NJ
STLDA 2015B Select White,St. Louis Development Academy,380698,MO
HCSC Surge,Hub City Soccer Club,394271,SD
United Boys 2015,Monroe Township YS,268300,NJ
Lakota FC B15 Black,Lakota Futbol Club,141029,OH
HYSL Premier Supreme 15B,Hayward Youth Soccer League,512022,CAN
Audax 2015B Navy,Audax Soccer Club,516014,CAN
KHPE1 New Albany B15,Kings Hammer New Albany,396795,OH
2015B PRE-NAL,Steel United NJ,392949,NJ
15B Pre Ecnl Navy,RISE Soccer Club,369166,TXS
Lightning 2015,Deptford SA,390938,NJ
Nankatsu SC,Renegades Soccer Club,403346,AZ
EVFC Academy 2015,EliteVision FC,510193,MD
VE Phoenix II,Vereinigung Erzgebirge SC ,619733,PAE
Porto,Toms River FC,287423,NJ
2015/16 Boys Academy,San Diego FORCE FC,465489,CAS
HVSA 2015B Blizzard,Hopewell Valley Soccer Association,497575,NJ
TBU 2015B South Blue WFPL,Tampa Bay United,372761,FL
NJMYSA White Lightning,Middlesex Youth SA,404584,NJ
Mustang SC Daredevils 15M,Mustang Soccer,498584,CAN
Dutchmen FC 2015,Dutchmen FC,287836,NJ
Freedom Roadrunners,Freedom SC,185319,AZ
FPFC 15B CP REGIONAL,Florida Premier FC,495938,FL
B2015 BLACK,LAFC So Cal,219960,CAS
McLean Youth Soccer 2015 Boys Silver,McLean YS,395282,VA
CUSC 2015B White,Chesapeake United SC,366674,VA
ALBION SC Central Valley B15 Academy,ALBION SC Central Valley,370952,CAN
Arsenal Black,Connetquot United Youth Soccer (LIJSL),501186,NYE
2015 Boys NPL,Ohio Premier,289451,OH
Skyline F.C Academy 2015,Tournament Team,494232,PAE
ECFC 15B Grey,Monterey County Soccer-ECFC Salinas,363427,CAN
CUSE 15B Barcelona,Cincinnati United,310945,OH
Tiburones Azul 2015,Brownsville Opportunity Youth Soccer Association (BOYSA),506399,TXS
Jaguars,Jenkintown Youth Activities,465144,PAE
MSA 2015 Matrix White,Marlboro Soccer Association,391520,NJ
SEMO ELITE CITY,SEMO Elite FC,369667,MO
NEFC South Boys 2015 Red,NEFC,323051,MA
Auburndale Scream 2015 U11 Boys,Auburndale Youth SC,387383,FL
SEMO ELITE CITY,SEMO Elite FC,369667,MO
Raiders,Smithtown Kickers SC (LIJSL),385019,NYE
Murrieta Soccer Academy B15 Academy,Murrieta Soccer Academy,357512,CAS
Linden S.C Tiger Cubs 2015B,Linden Youth Soccer Association,281870,NJ
FPFC 15B WC RED,Florida Premier FC,495933,FL
Raptors Green,Oyster Bay/East Norwich (LIJSL),392226,NYE
B2015 White (Explosion),Atlantic United SB/LGN SC,392185,NYE
2015B Phantoms Select Green,Howell United SC,263566,NJ
Perris B15 Najar,Sporting California USA,488304,CAS
City SC Kings County B2015 (White),City SC Kings County,580580,CAN
Flagstaff Revolution 2015 Boys,FBSL,525619,AZ
Future FC B15,Future FC (CAS),231672,CAS
Cheltenham Wolves,Cheltenham Jayvees,372365,PAE
2015B Blue - East,Sporting City Soccer Club,392286,MO
Team Mascoutah 2015B,Team Mascoutah Soccer Club,512034,IL
Richmond Strikers South 2015B Elite South,Richmond Strikers South,112931,VA
RAYADOS ACADEMY 2015 BLANCO,Escuela Oficial Richmond-Rayados,450441,CAN
BU10Black,Colo Colo Soccer Academy USA,525787,FL
New England Surf Metro South 2015 Boys Navy,New England Surf,295079,MA
Richmond Strikers South 2015B Elite South,Richmond Strikers South,112931,VA
PreECNL B2015 II,Pateadores Soccer Club,585652,CAS
WW SURF B15 ELITE A,NPSA,372224,WA
STA-MUSC 2015B Blue,STA,265021,NJ
Nona Soccer 2015 Black,Nona Soccer Academy,357013,FL
Eagles,Harborfields Soccer Club,382957,NYE
Waco United 2015B Elite,Waco United SC,637437,TXN
LouCity South 15 Purple,LouCity / Racing Youth Academy,354771,KY
ALBION SC Denver B15 Academy,ALBION SC Denver,416528,CO
15B Silver,Solano Surf,535926,CAN
CCSC Boys 2015 Bulldogs Blue,Central Carroll Soccer Club,384503,MD
FLS 15B Premier IV,Folsom Lake Surf,496594,CAN
2015 Green CP,South Miami United FC,416051,FL
West Pines United FC 2015 Premier,West Pines United FC,522157,FL
Quad Cities Rush 2015 Boys Azul,Quad Cities Rush,524446,IL
LISC Boys 2015 Premier,Long Island SC,526615,NYE
2015 Pre-Academy White,Brentwood SC (LIJSL),398974,NYE
Seminole FC 2015 Boys,Seminole Shooting Stars SA,471803,FL
2015 Lobos Rush DESOTO Blue,Lobos Rush,112114,MS
B2015 Blue - Motor,Metuchen Soccer,335103,NJ
Manalapan SC Braves 15B White,Manalapan SC,521870,NJ
BUSC 2015B Red,Butte United Soccer Club,367519,CAN
East Windsor PAL - 2015 Boys Panthers,East Windsor PAL,341048,NJ
Alex 2015 Boys Blue,Alexandria SA,389340,VA
Gallardo Academy 2015,Gallardo Futbol Club,590610,IL
Dragon FC Academy 2015,Dragon FC Academy,332143,TXS
Cincy Galaxy 2015B Elite Navy,Cincy Galaxy SC,510249,OH
FC Dallas Youth Pre ECNL B15 Raine,FC Dallas Youth,204509,TXN
CITY SC SW B15 Premier MUR,City SC Southwest,598987,CAS
JSC 15B Yellow,JSC Soccer Club,267376,CAN
Oakland SC 2015B AQUA,Oakland Soccer Club,252074,CAN
Solano Surf 15B White,Solano Surf,384791,CAN
B2015 Pre Academy Black,SEMO Elite FC,330935,MO
Peninsula SC Fire Red 15B,Peninsula Youth Soccer,374048,CAN
Polaris SC 15B Navy,Polaris Soccer Club,269151,OH
Jupiter United 2015 Boys Premier,Jupiter United Soccer,452175,FL
JAM - Nedved,,389952,FL
MSC Boys U11 Gold,Manassas Soccer Club,517149,VA
MPSA CRUSH 2015 VAB,MPSA Crush,79362,MI
B2015 Green,Cedar Stars Academy (Staten Island),267031,NYE
Strikers FC Orange- B2015 AR,,226439,CAS
FCFC 2015 BOYS RED,Four Corners Football Club,395331,FL
FVU B2015 Green-AC,Flathead Valley United SC,540222,MT
Sting Red '15,Upper Dublin SC,251192,PAE
SO B2015 - SOCAL,LA Surf Soccer Club,368759,CAS
Sherman Oaks Extreme SC B2015,Sherman Oaks Extreme SC,364496,CAS
B2015 White,West Coast F.C. ,229555,CAS
EBU 9U Boys Black,,333848,WI
Elite Advanced Training,,662726,NJ
15B Academy I,Bay Area Surf,461863,CAN
DYNAMO B2015 Black,Dynamo,199368,CAS
Dublin United 15B White,Dublin United,368307,CAN
NBFC 2015 Boys White,North Boise FC,392439,ID
2015B Warrington Ghost,Warrington SC,371982,PAE
CPSC 2015B Black 2,,620648,WA
Aztecas,,660918,CAN
Gateway Rush - 2015 Boys United,Gateway Rush Soccer Club,374458,IL
FRAM B15 Elite,FRAM SC,352850,CAS
Barcelona United Pre-Academy 15B,Barcelona United,288600,OH
NBFC 2015 Boys Grey,North Boise FC,506623,ID
PSA Monmouth 2015 Boys Orange,Princeton SA,275913,NJ
RVSC Sting,,355021,WV
BSA Celta Academy Fuego 2015,Bensalem Soccer Academy,222509,PAE
ABSC Lightning Strike 2015B,Albany Berkeley Soccer Club,508189,CAN
Solar West 15B Garcia.S PreECNL,Solar SC,612399,TXN
WUFC 15B White,Willamette United FC,514275,OR
WGSC 2015/16B Pride Red,WGSC Soccer,434036,MO
JFC 2015B Storm Navy,Jacksonville FC,362530,FL
Midsouth Bartlett 2015 Navy,,675434,TN
2015B Fire Soccer Club Black,Germantown Hills Athletic Association,389933,IL
Bianconeri,North Shore Soccer Club,393556,NYE
Mass City FC BU10 Pre Volt,Mass City F.C.,273237,MA
UAU 2015 BU11 GOLD,Upper Arlington United,329316,OH
LMSC 2015B White,Lower Merion SC,371332,PAE
SDor La Bestia U10 Premier,DORADUS FC,519390,VA
Michigan Jaguars CW3 2015 Boys Green-DA,Michigan Jaguars,266483,MI
Towson United 2015B White,Towson United,398358,MD
Eastbay FC 2015,EastBay FC,517200,CAN
Germantown Legends 2015 Black,Germantown Legends,336350,TN
2015 Boys South Shore Elite Black,FC Boston Bolts,390434,MA
WASA SC 2015 Black,"Forge FC, Inc.",393265,FL
Vineland Liverpool 2015,Vineland SA,248908,NJ
Chaos 15' Red,Chaos Soccer,287173,MI
TCSC 2015 Boys Premier,Tri-County Soccer Club,455006,OH
2015 Boys Pink,Patruno Futbol Club,576391,NJ
STA-MUSC 2015B Black,STA,265019,NJ
Ocala Premier 2015/2016 Boys Blue,Big Sun YSL,270670,FL
Academia Ole 1 2015B,Academia De Futbol Ole,526387,OH
La Roca '15B B Beckstead Red,La Roca FC,380930,UT
FSA U10 Boys Black,Fox Soccer Academy Premier ,527585,NYE
2015 Boys Pre ECNL Blue,Delaware Football Club,335954,DE
Inter Dallas SC 15B,Dallas Inter Soccer Club,536006,TXN
Highland Vipers U11 1,Highland Youth Soccer,257984,OH
2015 Pre-Academy Arsenal,Connetquot United Youth Soccer (LIJSL),382246,NYE
CFA OC B15 Garcia,California Football Academy,580959,CAS
Kingman SC B15/16-Gonzalez,Kingman SC,442093,AZ
SWSA Strikers 2015,Swedesboro Woolwich Soccer Assoc.,248988,NJ
FC Milpitas Wolfpack 15B,Milpitas YSL,334646,CAN
Indy Eleven 2015B IDP,Indy Eleven Academy,244295,IN
CITY SC SW B15 Premier MV,City SC Southwest,358816,CAS
WWPSA 2015 Boys Green,West Windsor/Plainsboro SA,413595,NJ
BVB 15B Gold (Abusharia),BVB International Academy Texas,505450,TXN
LFA Red Star Tango 2015B,Lou Fusz Athletic,325965,MO
JHYS United Boys 2015 Blue,Jackson Hole Youth Soccer,363717,WY
Port Orange 2015 Boys,Port Orange Soccer Club,266792,FL
SF United B15 Halcones,SF United FC,507625,CAN
Cleveland Force 15B Pre-ECNL White,Cleveland Force SC,582496,OH
Scorpions,East Fishkill,260688,NYE
KHPA CINCY B15-1,Kings Hammer Soccer Club,510767,OH
15B Black,Sunnyvale Alliance SC,259197,CAN
2015B Pre NAL,Seacoast United Maine SC,438276,ME
Elite FC 2015 Boys Elite Premier,Elite FC,138869,OH
Cottleville United 2015B Blue,Cottleville United,506330,MO
Breakers B2015 Blue,Oceanside,352824,CAS
B2015 Academy (Newman),Rebels San Diego,242444,CAS
Inter 2015,Auburndale SC ,397233,NYE
Maroon Devils 15,Real Sacramento Futbol Club,338749,CAN
2015 Boys Red,Patriot FC,371535,PAE
Sporting Oklahoma 15B,Sporting Oklahoma,158083,OK
Moultrie TASA 2015/16 boys,Thomas Area Soccer Association,469311,GA
PRFC Southeast Valley 15B Predator-Central,Phoenix Rising FC,494080,AZ
Playmaker Futbol Academy 15B Gold,Playmaker Futbol Academy,642531,AZ
B2015 TO Matthews,Ventura Surf Soccer Club,597773,CAS
Idaho Juniors 15B White,Idaho Juniors FC,517680,ID
Chargers TPA B2015 Yellow,Chargers SC TPA,366994,FL
B2015 black,South Valley Surf SC,358706,CAS
Kearny Thistle B2015 I Pre NAL,Kearny Thistle United FC,357217,NJ
CFYSC 2015B Premier Red,Chicago Fire Youth SC (CFYSC),400946,IL
BASA RED,Brandon Area SA,401571,SD
Alhambra Phoenix B15,,557718,CAS
Barcelona -Juniors,DEPORTIVO BARCELONA SOCCER CLUB,385095,CAN
Santa Rosa United 15B Blue,Santa Rosa United Soccer,251735,CAN
B15 United,Baymen (LIJSL),523267,NYE
PA Classics Premier Lancaster 15M,PA Classics,385599,PAE
JFC 2015B Elite Silver,Jacksonville FC,362533,FL
Central 15 B Red,Liverpool FC-IA Michigan,99522,MI
Sporting Oakleaf 2015 Boys Elite,Sporting Jax Soccer Academy,366775,FL
2015B,Superstars FC,380504,MD
WCP 2015 Boys Blue,World Class Premier,362101,MD
Churchville SC Bombers 2015,Churchville Soccer Club,370001,MD
Tornados,Glen Cove (LIJSL),521780,NYE
J.A.E Academy 15,JAE Academy Plainfield,137738,NJ
Concorde fire central 2015B Gold,Concorde Fire ,643157,GA
Peninsula Fighting Eagles,Penninsula SC,288846,NJ
Fox Chase Thunder,Fox Chase SC,363016,PAE
Boys 2015,Borussia Del Mar Soccer Club,484079,CAS
LOSC 15B Gold,Lake Oswego SC,624146,OR
EHSC B2015,East Hampton (LIJSL),581866,NYE
Javanon 2015 Boys Red,Javanon FC,348571,KY
PRIME SC 15 BOYS WMN,PRIME Soccer Club,288667,NV
TBU 2015B South Gray JA,Tampa Bay United,372762,FL
2015 Cook Inlet SC Boys RED,Cook Inlet Soccer Club,566715,AK
Fall Select U11B - Kyono,Walnut Creek Surf Soccer Club,254635,CAN
Black B15,Sachem Slammers,284112,NYE
Baltimore 2015,United Elite Soccer Inc,514115,MD
WSA 15 Boys White (Romo),West Side Alliance SC,283104,OK
Aston Villa Black,Princeton FC,88027,NJ
River City FC 2015 Sounders,River City FC,202947,MO
Manchester City,Toms River FC,522148,NJ
Barcelona United Elite 15B,Barcelona United,449298,OH
BYSA Madrid,Brazosport Youth Soccer Assn.,578767,TXS
Union KC Jr Elite B15,Union KC Soccer Club,505656,MO
Lions United FC B2015,South Shore Soccer Club,514010,NYE
CUSC 2015B Black,Chesapeake United SC,366672,VA
Clovis Crossfire - 15B Blue,Clovis Crossfire ,673299,CAN
B15 Premier Cuellar,Express Soccer,240612,CAS
15B Pre-Elite II,Colorado Rapids Youth Soccer Club,559401,CO
B2015 EDP,DUSC,388920,NYE
UNITED FC GRAND ISLAND 15B,Wichita Regional Soccer Association,583784,NE
North Brunswick Falcons,North Brunswick Soccer,283332,NJ
Arsenal B15,Central Valley Premier FC,508558,CAN
2015B Red,Future Soccer Stars LLC,435887,FL
BTT 15 Boise Timbers Elite,Boise Timbers | Thorns,577567,ID
South OC B2015 Blue,United SoCal,481133,CAS
World Elite 2015 Boys Blue,World Elite Soccer Academy,268972,NJ
ANWSC Wellington SC 2015B Elite Blue,Wellington SC,384292,FL
RSL-AZ Yuma 15 Boys Patino,RSL-AZ Yuma,79737,AZ
White,Hunter SC,499190,PAE
Lehigh Valley United,,619283,PAE
BSC 15B Smith,Bluegrass Soccer Club,638209,KY
Alameda SC Islanders 15B White,Alameda Soccer Club,342710,CAN
Hartland 15B Red,Liverpool FC-IA Michigan,106639,MI
UVSF United '15 Marostica,Upper Valley Soccer Foundation,538790,ID
2015B Black,Central Coast FC,610160,CAN
GSC 2015B Red,Gunston SC,405818,VA
West 16B Gold I,HTX,363474,TXS
NEOFC 15 Boys Blue NPL,NE Oklahoma FC,208920,OK
Atlantic United Premier Barcelona 2015 B EDP,Atlantic United Soccer Club,382458,NJ
STRIKERS COED U10 BLACK,Lander Valley Youth Soccer,527780,WY
San Jose Rush 15B Grey,San Jose Rush,462017,CAN
B15 Black - EC,Legends FC SD North,498214,CAS
Northern Burlington Jackals 2015,Northern Burlington SA,369894,NJ
Tidewater Sharks 2015B Elite White,Tidewater Sharks,370864,VA
ALBION SC San Diego EC B15 Academy,ALBION SC San Diego,357696,CAS
ProElite Training 2015,Quick Touch Futbol,192793,NJ
Dallas Surf 15B South White,Dallas Surf,523827,TXN
PSA North '15 Boys White,Princeton SA,513555,NJ
MVP B15 Grey,Mockingbird Valley Premier,490947,KY
Herndon 2015B FC Red,Herndon Youth Soccer,403103,VA
Rhode Island Surf B2015 White,Rhode Island Surf,270913,RI
FC Portland 15B White,FC Portland Academy,625868,OR
WSA OKC 15 Boys Integrity,West Side Alliance SC,525319,OK
Pima Surf Academy Boys 15/16 Blue,Pima County Surf Soccer Club,405780,AZ
NJ Surf Mercer 2015 Boys Blue,New Jersey Surf,454041,NJ
MSC LSTS Boys 2015,Massapequa SC,373670,NYE
AYSO United Bay Area 2015 Boys Navy,AYSO United Bay Area,588293,CAN
Central MD 2015 Boys white,Liverpool FC International Academy Maryland,370418,MD
PCFC 2015 Boys,PCFC,235662,OH
Neptune Avalanche,Neptune Soccer Association,292220,NJ
Advantage Academy 2015 Boys Elite,Advantage Academy,417408,AR
Elmont Liverpool,Elmont SC (LIJSL),524914,NYE
15 USA Rangers Pre NAL,Clay County SC United Soccer Alliance,369913,FL
United FC B2015 II,Copiague Youth League,527298,NYE
Arlington SA 2015B Black,Arlington Soccer Association,403660,VA
Mercer United FC Cobras,Mercer United FC,331718,NJ
Florida West FC 15 Naples Campus,Florida West F.C.,398983,FL
Dallas Texans 2015 Boys Black Dallas,Dallas Texans,382074,TXN
Huaxia FC 2015 Elite,,312852,NJ
Manteca Futbol Club 15B White,MANTECA FUTBOL CLUB,497137,CAN
Cerritos B15 Luna Maroon,CDA Slammers,352503,CAS
Boston Vigor FC boys 2015 Manchester,Boston Vigor FC,519693,MA
Huaxia FC 2015 Elite,,312852,NJ
PSC B2015 Gold,Perrysburg SC,495534,OH
Blue Ridge United 2015B Orange,Blue Ridge United,386819,VA
Juventus,Sound Beach,357555,NYE
Medford SC White 2015,Medford SC,253183,NJ
SF Glens Academy 15B III,San Francisco Glens Soccer Club,510202,CAN
West Side Soccer League Tournament Team B2015 Gold,WSSL TT,433396,NYE
Little Rock Rangers 2015 Boys Red,Little Rock Rangers Academy,523025,AR
Southeast United PV Fire 2015B,St. Louis Youth Soccer Association,517505,MO
Dublin United 15B Black,Dublin United,368306,CAN
ESJFC 15B Red,East San Jose FC,390685,CAN
24 - Eclipse 2015 Boys Lunar,East Bay Eclipse Soccer Club,505818,CAN
Storm,Massapequa SC,373849,NYE
Cheshire 2015 Boys EAL,Cheshire Soccer Academy,511240,NJ
Academy 2015B,Cruizers Academy,516586,CAN
South 2015 Boys Gold,IFA,145075,MA
SF Glens 15B Green,San Francisco Glens Soccer Club,440671,CAN
2015 Boys Academy Black,North Suburban SA,287264,MN
ECFC 15B Red,Monterey County Soccer-ECFC Salinas,563200,CAN
WaysElite B2015Carrillo,Whittier Area Youth Soccer,634401,CAS
QSC 2015 Tigers,Quakertown SC,371119,PAE
FC Central IL 2015 B Select,Central Illinois United,638743,IL
Sandy Spring SC 2015 Boys Academy 1,Sandy Spring Soccer Club,531350,MD
AZSC 15B Gold,Arizona Soccer Club,189718,AZ
2015 Boys Bolts,Idaho Storm,411243,ID
Catalyst 16 W,HTX,613265,TXS
Americas FC '15B - DeLa Cerda,Americas Futbol Club,519020,TXN
Lakota FC B15 Red,Lakota Futbol Club,221024,OH
24 - Eclipse 2015 Boys Solar Black,East Bay Eclipse Soccer Club,505822,CAN
La Roca 15/16B S Thomas Red SF,La Roca FC,506209,UT
026 FC 2015 - Sidekicks,026 Futbol Club,373454,MO
Fall Select U11B - Areias,Walnut Creek Surf Soccer Club,498275,CAN
Stanford Strikers 15B White,Stanford Strikers FC,368643,CAN
MO Rush 2015B Select Black,Missouri Rush,380195,MO
Chula Vista FC B2015 Villa,Chula Vista FC,226433,CAS
Sentinels Orange,Perk Valley Soccer,613441,PAE
Dynasty SC Elite 2015/16B,MYSA Independent Teams,638282,MO
Quickstrike FC B15,Quickstrike FC,535034,NYE
15B FPFC ZEPH ECNLRL,Florida Premier FC,104597,FL
Dynasty SC Elite 2015/16B,MYSA Independent Teams,638282,MO
VSA 2015 Boys Black,Vision Soccer Academy,403005,IA
Sporting Springfield 15 Porto,Sporting Springfield,400691,MO
PSL Hurricanes FC 2015 Boys Navy,"PSL Soccer Club/Hurricanes, Inc.",326078,FL
2015B Blue,AYSO United Davis,617882,CAN
Celtic Hoops B15,Celtic Soccer Club (S-CA),491945,CAS
