team_name,club_name,gotsport_team_id,state
Florida Evolution FC U11 Boys White,Naples City UDAG FC,646621,FL
Randolph Knights 2015 Boys,,434043,NJ
NCU FC 15B WHITE-CULLMAN,North Central United FC,412538,AL
Avengers United Yellow,Oneonta SC,580734,NYE
2015 Boys State,CC United Soccer Club,400577,MN
Hanover Hawks,,612681,MA
RGSA Academia Leones Baytown 15B Hysa,Real Greens Soccer Academy,536315,TXS
Pueblo Rangers SC 2015 Boys Elite,Pueblo Rangers SC,330226,CO
Michigan Jaguars WB 2015 Boys White,Michigan Jaguars,514335,MI
Ny Inter Mex 2015,NY Inter Mex Soccer Club ,581731,NYE
GSA 2015B Bad Boys,Georgetown Soccer Association,100018,TXN
BSSA Raptors 2015,Blue Springs Soccer Academy,515839,MO
NCSC U10,North Canton Soccer Club - League Team,477382,OH
B15 White - VM,SoCal Reds FC,583916,CAS
Ryerson 2015,SC Gjoa,390774,NYE
Black Widows,Mifflin FC,408333,PAE
Juventus DNA B2015,,611065,CAS
TSC Nashville 15B Academy,Tennessee SC,585316,TN
U10 FCO Blue Bananas,Fern Creek Optimist SC,604441,KY
Wizard Oak Brook Academy 2015B,Wizard F.C.,608971,IL
NM Rapids Raptors,NM Rapids SC,563527,NM
GREEN U10B BLACK DIV 3 S,Green SA,399557,OH
East River Soccer U10,,295924,WV
LAFC U10 Boys Comp,Los Alamos Football Club,567473,NM
PPP 2015 White,Philadelphia Union,608503,PAE
PSG ACADEMY CHICAGO 2015 BOYS GREEN,PSG Academy Chicago,608404,IL
ALBION SC Boulder County B15 Academy I,ALBION SC Colorado,452349,CO
Wheaton United 2015B Premier Red,Wheaton United SC,608131,IL
Real Colorado JA Gold,,608079,CO
Gunnison P&R U10 Boys Red,Gunnison P&R,589108,CO
FRDS B2015-AC,Flathead Rapids,578165,MT
2015 Boys Liverpool,EPSC,541398,MN
SO B2015 Black - SOCAL,LA Surf Soccer Club,605148,CAS
Mini-Miami Inter,NW Oklahoma SA,33023,OK
FC Dallas High Plains 15B Red,,606838,TXN
Solon United 2015 White,Solon United,265899,OH
B2015 Gallant,Irondequoit SC,567117,NYW
Ospreys,Lakewood Ranch FC,431386,FL
Kolping SC B15 White,Kolping SC,496434,OH
Hamburg 2015 Boys Black,Hamburg SC,428627,NYW
Boys 2015 Silver - 7 East,Shaker Youth Soccer Assn - Premier Football Club,523976,OH
North Carolina FC 2015 North Blue,NCFC Youth,560358,NC
Genesis FC U10 Boys,Genesis FC,471325,IA
RHSC Falcons Rivera,Rush Henrietta Soccer Club,467256,NYW
La Roca 15B-D Moss,,302247,UT
U11 Boys Navy - GO,GFI Academy,581720,TXS
FORCE 2015B H PREMIER WHITE,Crystal Lake Soccer Federation,594176,IL
2015B Premier I,Northwind SC,286414,IL
Legacy SC 2015 Boys - Select,Legacy SC,403521,IL
AZ Arsenal 15 Boys Select,Arizona Arsenal Soccer Club,521383,AZ
Cutters SC 2015 Boys 3,Cutters Soccer Club,555597,IN
ESA Jaguars Power,,304568,CT
Diversity FC 15B White,Diversity FC,390796,TXN
RLYS 2015 Spring,Red Lodge Soccer,597227,MT
BSC U10 - Blue,Bow Soccer Club,402339,NH
NOS Santos 15 Boys White,NOS Santos SC,262802,AZ
Weston Pumas,,561685,MA
ADCC Canning,,612991,ARG
11UBAEPYSA240-Resendes M,East Providence Youth Soccer Association,542763,RI
CUSC 15B Select FF,Chicagoland United SC,618323,IL
DMSA 2015,Bethesda SC,413037,MD
Sporting PA Summer U10 Boys,Sporting Athletic Club,634403,DE
SDL Riquelme 2015,,469380,NJ
2015 Boys North Blue,Delaware Football Club,503920,DE
Texas Select FC 2015B Baltier,Texas Select Futbol Club,642710,TXN
La Roca 17B B Heise,La Roca FC,381360,UT
sfv sporting union,SFV Sporting Union,665312,CAS
10UB Millbrae Fearless,,599964,CAN
Spokane Shadow Juniors B2015 Anderson Valley,Spokane Shadow,599687,WA
Dragons White U10B,Konocti Youth Soccer League,526829,CAN
Dragons Blue KYSL U10B,Konocti Youth Soccer League,566370,CAN
MPSC 15 Boys,Mount Pleasant Soccer Club,384600,MI
Hawks,Armonk SC,439496,NYE
HES Warriors 2015B,Harundale Youth Sports League,515543,MD
U11 Jean,Merrymeeting SC,521932,ME
BVB SEATTLE-B15,BVBIA WA - Seattle,371314,WA
ROCKFORD OLYMPIC FC U10,Rockford Olympic FC,596572,IL
TN Tempo FC Academy 15 Boys,TN Tempo FC Academy,596625,TN
IPROSKILS ACADEMY 2015 BLUE,Young Sportsmen's Soccer League,596591,IL
SouthStars SC B15 Blue,SouthStars SC,460331,OH
SLSG IL B 2015 Elite Red,St. Louis Scott Gallagher,381094,IL
Tosa Kickers 2015 U11 Blue,,537581,WI
WOODBURN FC B15 Premier,Woodburn FC,381278,OR
Apex 10UB Santos,Apex Soccer Academy,551782,IA
FC Dayton B15 Navy,FC Dayton,401510,OH
Cleveland Kickers 2015 Boys,Cleveland Kickers Soccer Club,588837,OH
EBU U10B Navy,Elmbrook United,542154,WI
FC Mirage 2015 Red,FC Mirage,364773,IL
Toca FC B2015 Premier,Toca FC,265515,KS
Capital City SC 15B White South,Capital City SC,463327,TXS
Great Teays Black 2015/2014,KVSL-Great Teays SC,673682,WV
Madison 56ers 2015 Boys Bronze,Madison 56ers,597473,WI
Eclipse 2015 Pre-ECNL Naperville Boys,Eclipse Select Soccer Club,675285,IL
Needham Summit (B5),Needham Soccer Club,304115,MA
Wilmette Wings 2015 Premier Boys,Wilmette Wings SC,428378,IL
Savannah United 15B Premier,Savannah United Select,447663,GA
AFC Union B 2015 Red,AFC Union,306264,WI
SBYSC SB Morelia White,South Belt YSC,460558,TXS
7 Elite Academy 15B Copa,7 Elite Academy,442351,UT
Soccer Stars United Aries,Soccer Stars United,20755,NYE
Olympus 2015,Evergreen United FC,615500,WA
WattsWong FC,,505038,RI
GUSC Strykers 15M,Greencastle United SC,513089,PAE
SD Surf Central B2015 II (Rodrigues),San Diego Surf Soccer Club,489535,CAS
Wellesley Premier Club 2015 Boys Raiders,Wellesley Premier Club,387452,MA
Summit FC MC,,483302,UT
JAM Palmetto - Kean,Juventus Academy Miami,300554,FL
Lionville Boys ‘15 - Volt,Lionville SC,499453,PAE
EXCEL25WU9U10B2LVaras,RSL-AZ South,559753,AZ
La Roca SF 15B N Moller,La Roca FC,616919,UT
Los Angeles United Football Club (LBFC),,527252,CAS
Lancaster FC 2015 Boys Elite Black,Lancaster FC,391082,PAE
Grey B2015,Los Futboleros FC,553327,CAS
B2015 White,Paris Saint-Germain Academy Los Angeles,492037,CAS
Prime 2015 Boys Pre-NAL,Florida Prime Soccer,540547,FL
SLSG MO B 2015 Pumas,St. Louis Scott Gallagher,580851,MO
Inter PFC 2015,USSSA Soccer,548742,TXS
PRSC 2015 B Orange II,Park Ridge SC,553960,IL
TFC 2015 Boys Black,Total Futbol Club - Alabama,527980,AL
OVF Alliance 15B Navy,OVF Alliance,496706,OR
Fury,Fury Futbol Club,407347,MI
NEFC South Boys 2015 Blue,NEFC,390987,MA
MS Rush 15B Madison Elite Blue,Mississippi Rush,682174,MS
GULFSOUTH Rush 15 Boys White,Coastal Rush,409359,FL
Mercury B15 Pre ECNL,Mercury,331986,OH
Beadling SCS 2015 Boys Blue,Beadling SC,519958,PAW
Passion FC 2015B Blue,On Goal Passion FC,357371,OH
Indiana Elite FC 2015 Premier II Boys,Indiana Elite F.C.,335669,IL
ODSC Barracudas,Old Dominion Soccer Club (ODSC),507825,VA
OSUB15Black,Ohio Strikers United,396597,OH
OK Energy FC 15B Silver,Oklahoma Energy FC,622860,OK
Sporting Arkansas 2015B Porto,Sporting Arkansas,518340,AR
Sporting Arkansas 2015B Newcastle,Sporting Arkansas,341581,AR
Sporting Arkansas 2015B Leeds United,Sporting Arkansas,267374,AR
FC Richmond 2015 Magic Classic North,FC Richmond,632855,VA
ALBION SC Boulder County B15 Academy II,ALBION SC Colorado,452350,CO
DMSC 2015 Boys White,Des Moines SC,643634,IA
GSC 15 Boys,Goodrich Soccer Club,508563,MI
CCSA United 5th Coed,Central Coast United FC,644027,OR
Salvo SC15B East Red,Salvo SC,408667,MN
Montclair-B11C-Baffico,Montclair United,261365,NJ
NEFC 2015 Pre-MLS Next Red,NEFC,647082,MA
Lex Sporting Club 15B White,Lexington Sporting,417287,KY
New England Force 2015 Boys Storm,New England Force,642595,MA
Evolution 2015/2016 Boys Mercurial,Evolution SC,410138,IL
RdgfldPk-B10FB-Doylex,Ridgefield Park Soccer Association,385854,NJ
Toledo Celtics 2015 Boys Black,Toledo Celtics,515623,OH
FSC - 2015 Boys White,Firebirds SC,658977,IL
United Serbian Youth SC U11,,659062,WI
AHFC 15B Premier 2 C,Albion Hurricanes FC,293153,TXS
PT U10B Fernald,Scarborough SC,391626,ME
Eastern Elite 2015B Blue,Eastern Elite Soccer Academy,539699,KY
Boerne Soccer Club 15B Red,Boerne SC,624946,TXS
Boys U11-Frank,Freeport United SC,384609,ME
2015 Boys (East 6),Willoughby Soccer Club,537747,OH
B15 Upload,Xplosion SC,476870,CAS
GEA Academy Pre-ECNL 15B II,Gretna Elite Academy,612330,NE
South B2015 Hill,,492158,CAS
North County B2015 White,United SoCal,366502,CAS
15 MCFC Boys - Navy,McPherson City FC,333293,KS
Nido Aguila Hobbs,Aguilas,515676,NM
B15 Cortes,San Clemente Surf Soccer,450195,CAS
Fremont YSC 15B ID II,Fremont Youth Soccer Club,384342,CAN
Salvo SC 15B Central Red,Salvo SC,540417,MN
Barre Boys 2015/2016 3,Barre SC,582678,VT
Hells Canyon FC Rapids - Boys 2015 - White,Hells Canyon FC,652920,ID
Seattle United B15,,648269,WA
U11 Union FC 15B Barcitas,Union Sacramento FC,589079,CAN
Boston Bolts B2015 Metro North Elite,FC Boston Bolts,329821,MA
atletico indiana fc,,557508,IN
FTK 2015B,Flo Town Kicks,595938,TXS
NCA 15B,North Clackamas SC,631780,OR
2015/16 Boys Academy,St. Croix,572933,MN
Utah RIO FC 15B BL,Utah Rio FC,521216,UT
FTS U10,First Touch Soccer,574433,VA
DKSC 15B ARELLANO ETX,DKSC,392315,TXN
Green 2015,United Elite Soccer Inc,486115,MD
OSNK United - 2015 Boys - Wilcox,OSNK United,339551,RI
BFUT 2015,BFUT Soccer Academy,546881,FL
Anaheim FC B2015 Martinez,Anaheim Futbol Club,625171,CAS
FC Stars Lancaster 2015 Boys Blue,FC Stars,454406,MA
SCSA Eleven 2015B Black,South Central Soccer Academy Eleven,303265,IN
15 Boys Academy 2,United FC Rush,353294,MN
Sunset Fog Strikers,,584617,CAN
2015 Boys South Shore Premier,FC Boston Bolts,390435,MA
WASA Grizzly United 2015B Red Div 6S,Wadsworth Amateur Soccer Association,474656,OH
North Rising 15B Gold,Colorado Rapids Youth Soccer Club,393400,CO
Imperial SC 15B Amber,Imperial Soccer Club,506794,TXS
Rayados Academy B15 A.Orozco,Rayados Academy San Diego,592039,CAS
2015 Boys Black,New Canaan FC,424601,CT
Northern Alliance B2016 Blue,Northern Alliance SC,519002,OH
Bobcats,Tewksbury SC,635271,NJ
LTSC 2015B Select Gold,Lyons Township SC (LTSC),541698,IL
Chicago City SC 2015 Boys I,Chicago City Soccer Club,231791,IL
Club Ohio West 15B Academy I,Club Ohio,509740,OH
B15-5W - Gblah (U11),LUFC,396979,OH
MN RUSH 2015B GRAY,North Star FC,559586,MN
Zanesville Arsenal SC 2015B,Zanesville Arsenal SC,401202,OH
Washington Rush B15 Rush,Washington Rush,251270,WA
DSSC Boys 2015 - WFPL,Dunedin Stirling SC,374393,FL
U10 Boys Gold,Stowe Soccer Club,47776,VT
Elmont Liverpool,Elmont Soccer Club ,275521,NYE
RLSA Cyclones,Rice Lake Soccer Association,312477,WI
2014B WCWAA Silver,Wesley Chapel Weddington Athletic Assoc,560931,NC
WUFC U10 Boys Black,Williston United,611994,ND
FC Dutchmen Locomotive 2016 boys CDYSL,FC Dutchmen,479426,NYE
Cinnaminson SC Sea Dogs 2015,Cinnaminson SC,390249,NJ
INH 15B Nike Vivid,RISE Soccer Club,380503,TXS
2015B - C2,Roaring Fork Valley Soccer Club,607905,CO
ID Eagles 15B,Inwood SC,231921,TXS
2015/16,Bay Lions Florida Soccer Club,645766,FL
Northern Alliance B2015 White,Northern Alliance SC,522618,OH
2015 Boys Steel,Edina Soccer Club,409026,MN
RU ORANGE ELITE B15,Richmond United,592416,VA
BUFFALO KNIGHTS FC - 2015 Boys,Buffalo Knights FC,536239,TXS
Indy Eleven 2015B White,Indy Eleven Academy,279408,IN
Indy Eleven 2015B White 2,Indy Eleven Academy,279409,IN
Ridgefield B2015 Orange (U11),Soccer Club Of Ridgefield,448924,CT
Torpedoes BU11 Black,Torpedoes SC,398751,NJ
Suncook Spartans 15/16C,Suncook Youth Soccer Assoc.,282847,NH
CUSE 15B Chelsea,Cincinnati United,424964,OH
2015 Boys Premier,Minneapolis United,287744,MN
SA United 2015 Boys White,SA United Soccer Club,355181,TXS
LouCity Oldham 15 Black,LouCity / Racing Youth Academy,340983,KY
ALBION SC San Diego B15 Premier,ALBION SC San Diego,241509,CAS
402 DA 2015B Premier,402 Development Academy,680659,NE
OUSC 2015-14B BLACK II,Omaha United SC,612349,NE
UFA Siouxland 2014 Competitive,United Futbol Academy (UFA),566721,IA
West Louisville Soccer 2014 Boys,,569965,KY
Mason SC 2015 Boys White,Mason Soccer Club,398402,MI
2014B YSA Red,Yadkin SA,614717,NC
Detroit City FC West 15B Silver,Detroit City FC,320205,MI
MSC - Boys U11 Red,,566409,WI
FSC United U11 Gold (S),Fremont United Soccer,612377,NE
Nedo SC B2015 Grey,Nedo SC,646709,KY
Saints 15B Gold,Saints Soccer Academy,368888,OR
PSA Force B15 Black,,616766,WA
Carlsbad B15 White - Torres,City SC,603771,CAS
Grand Futbol Club Mustangs 2015,Grand Futbol Club Mustangs,468792,IL
Lakeshore FC 15 DA Boys,Lakeshore Football Club,407951,MI
Georgetown FC 2015 Boys Blue,Georgetown FC,507152,KY
Pride SC White B15,Pride SC,630934,CO
Dragons Boys - U11,LA Dragons,593681,MI
Golden Gate Soccer Club GGS 15B Elite Primetime,Golden Gate Soccer Club,569217,CAN
EXCEL24FallU9U10B4Crudup,RSL-AZ South,559757,AZ
UVU U15 Premier,,568305,UT
2015 GRIEZMANN,Atletico de Madrid Academia Miami ,648482,FL
Firestorm,Yorktown,386247,NYE
YES 2015,Youth Elite Soccer (YES),582999,MD
Bowie FC 2015B White,Bowie Boys and Girls Club,613659,MD
Eclipse East Crossfire,Eclipse FC,629219,OH
Liberty United 15B Gold,Liberty Hill Youth Soccer,510970,TXS
GC Cosmos B2015 Aviators,Greene County Cosmos,346132,OH
"Red Bulls Regional Select, Metro, Boys, 2015",Red Bulls (NJ),500648,NJ
2015/2016 Red,Soccer Mavericks,537550,TXS
Steamer's Crew U11 2015B White,Steamer's Crew Soccer Club,239215,MO
Cushman,South Miami United FC,592670,FL
Jr Irish 2015B Green,Jr. Irish Soccer Club,269036,IN
Washington Rush B15 Cinza,Washington Rush,622375,WA
LTE 15B Madrid,LTFC,537633,TXS
Inter Academy Metrowest Boston 2016 White Boys,Inter Academy Metrowest Boston,640755,MA
Chicago Inferno 2015B PREMIER 1,Chicago Inferno,653540,IL
B2015,GB United,475679,CAS
Bel Air Football Club (Rec) U10 Boys All-Stars,North Chesapeake Football Club,564868,MD
North Rising 15B White,Colorado Rapids Youth Soccer Club,393396,CO
Cascade FC B15B,,620460,WA
RAYADOS HOUSTON ACADEMY U11,Club De Futbol Houston Rayados,455550,TXS
AYSO 1079 2015/16 Boys,AYSO United (AZ),576105,AZ
Rebels SC IE B15 Randolph,Rebels Soccer Club,559633,CAS
Rock SC Rush 2015 Boys,,468907,WI
B15 TD,Chelsea OC,607591,CAS
2015B Hot Spurs,Chesapeake United SC,398410,VA
SJ Futbol Club Rams 2015,SJ Futbol Club,510346,NJ
FSC U11A Boys,,621729,CT
VCF Academy 2015B Orange,Valencia Academy Houston,549341,TXS
East Austin 2015B Kings SA Gold,East Austin SC,595202,TXS
MonU-UDSC Select Boys 2015,Montgomery United SC,618937,PAE
R.F.C Duncanville,,651429,TXN
CCFC Brazil,,568713,NC
West 15B White,HTX,422730,TXS
FC Dallas High Plains 2015 Boys Red,FC Dallas High Plains,483257,TXN
OCSS-Seminole 2015 Pre MLS,Orlando City Youth Soccer,366374,FL
Capital City SC 15B Sky South,Capital City SC,223278,TXS
KSC- 2015 Boys D2L,Klein SC,637517,TXS
SA United 15B Gold,SA United Soccer Club,631665,TXS
COE 2015/2016B Blue,Central Ohio Elite,623113,OH
Denver Kickers 2015B Red,Denver Kickers Sport Club,395811,CO
GLASA Huskies 15B,GLASA,79122,TXN
Glen-Ed SC 15B United II,Glen-Ed SC,629132,IL
Elevate FC BU11 2015 Blue,Elevate FC,527087,OH
Azle United 2015 B,Independent Teams - NTX,582122,TXN
FPYSA 2015B,Forest Park Youth Soccer Assn,472877,IN
PSC Rangers 2015,Pasadena Soccer Club,438430,MD
Stellar FC 2015B,Stellar Football Club,571351,USA
FC Dallas High Plains 2015 Boys Blue,FC Dallas High Plains,483259,TXN
LA Krewe Rush 15B Red,LA Krewe Rush,399623,LA
Oklahoma Celtic 2015B White,Oklahoma Celtic,609106,OK
2015 GOLD,Florida Fire Soccer Club,550309,FL
ID PSG Academy Houston South 15B Blue EDPL,Inwood SC,628220,TXS
Barcelona SC Cypress 16 Elite Oro,Barcelona Soccer Club,484506,TXS
PIZM 10U Boys - Blue,Pine Island Youth Soccer,554405,MN
El Paso Surf 2015,Paso Del Norte SA,403596,TXS
EBSC 2015 Boys Grizzlies,East Brunswick,282103,NJ
Hurricane Giovanni CAT III,INACTIVE - Hurricane Soccer,465313,IN
Westbury Hammers 15B,Westbury Soccer Club,330922,TXS
IRSA 2015 BOYS WHITE (U11),Indian River Soccer Association,407328,FL
B15 Silver,Sparta Tacoma,368797,WA
Pumas 2015,Harlingen United Futbol Club,671280,TXS
SISC Inter 2015 Boys,Staten Island Soccer Club,301228,NYE
Boys U11 3 South,North Royalton Soccer Club,657507,OH
Aurora United U11 Green,Aurora United Soccer,406870,OH
GISC Vikings Blue,Grand Island SC,564901,NYW
CSA RecPlus U10B,Calvert Soccer Assn,564667,MD
LouCity Shelby 15 Black,LouCity / Racing Youth Academy,465800,KY
Tuzos Legacy 2015,FBSL,598394,AZ
RU RED PREMIER UP B15,Richmond United,592478,VA
Juventus Academy LA B2015 White,Juventus Academy LA,513550,CAS
Mt. Diablo Mustang 2015B Black II,Mt Diablo Mustang Soccer,620695,CAN
2015 Cockeysville FC Blue,Cockeysville FC,258237,MD
Suns FC 2015 White,El Paso Premier League,595756,TXS
Osprey,Dover / SC Harlem Valley,397764,NYE
Colchester S25 U10B GREY,Colchester SC,595899,VT
SPORTING WICHITA 2015B PRE-ACADEMY,Sporting Wichita,247139,KS
Cutters SC 2015 Boys,Cutters Soccer Club,334098,IN
SPIRE FC GENEVA U11 BOYS,Spire FC,516695,OH
Atletico B15 Pre MLS Next,Atletico (WA),625894,WA
2015 Boys Heat,Bloomington United,407245,MN
Cutters SC 2015 Boys 2,Cutters Soccer Club,452051,IN
NSA 2015 Boys Red,NSA,336300,IL
PC Dragons,Ponca City SA,559661,OK
Skagit Premier Football Club B15,Skagit Premier Football Club,474180,WA
JAM Doral - Salihamidzic,Juventus Academy Miami,369333,FL
CYS Warriors Mighty 2015/2016 Boys,Cornerstone Youth Sports,210558,TXS
Chicago rogue 2015 City,Chicago Rogue FC,489100,IL
U11 Boys Girardin,Cumberland Soccer Club,506848,ME
Become Elite Soccer Boys U10 T,Become Elite Soccer,584497,NH
2015/16 Boys Green,Southern Maine FC,450475,ME
FC Wildcats,East Ramapo,401458,NYE
Lincoln Youth Soccer,Lincoln Youth Soccer,625096,OR
Become Elite Soccer 2015/2016 Boys 2nd XI,Become Elite Soccer,595268,NH
NCSC U11 Boys Black South 3,North Canton Soccer Club - League Team,651746,OH
JAM Doral - Milik,,415546,FL
Impact SJ 15B,,499238,UT
JYSA Rigby Boys 2015,JYSA Soccer,450341,ID
CarShield FC Blue 2015/16B,CarShield FC,623958,MO
JCFC 2015. Cuenquita,JCFC Academy,444745,CT
Mainland United SA Mustangs Red 2015 B,Mainland United SA,383401,NJ
Olimpico Fc,Olimpico FC,500668,CAS
2015B Wolves,AC United,593840,PAE
Cavalry White STXCL EC B15,Cavalry FC,658561,TXS
Chatham United Strikers 2015,Chatham United SA,393496,NJ
MMR Boys 3/4 Blue,,627454,MA
Croatia Juniors 2015 Boys White,Croatia Jrs,441291,OH
LA United Sherman Oaks B2015,,617739,CAS
B15 Red,ALBION SC Brooklyn,397912,NYE
B2015 Westminster United Thunder White,WSA,513278,MD
SCFC B2015 U11,Spring Creek FC,643795,IA
Suffolk FC Gladiators,Suffolk FC,406937,VA
NCSC U11 Boys Orange South 5,North Canton Soccer Club - League Team,651747,OH
Forest Hill Force,,559919,MD
Solon United 2015 Boys White D4E,Solon United,645617,OH
Oakwood United - B15 Navy,Oakwood United SC,496667,OH
Durango Rapids SC '15B Blaze,Durango United,603996,CO
HPFC Heat B2015 Gray,Highline Premier FC,576949,WA
TSF Summer Select 2015 boys,TSF Academy - NJ,327483,NJ
Peak SC 15B SS Blue,,662584,UT
Plainfield Revolution 2015B - SC,Plainfield Optimist,631089,IN
AYSO United GEO 15B White,AYSO United,506836,MI
CFA OC B15 Long,California Football Academy,579562,CAS
Elite Premier FC Zuniga 15/16B,Henderson SA,546368,TXN
EBU U10B White,Elmbrook United,469358,WI
CFA OC SC B15 Ramirez,California Football Academy,592059,CAS
CFSC 2015 Boys D2,Cuyahoga Falls Soccer Club - League Team,118353,OH
Catalyst 16 S,HTX,613263,TXS
RIFC Rebels U11,Rock Island Futbol Club,413690,IL
Jr Academy SA City 15B Red,San Antonio City SC,420744,TXS
Cavalry Black STXCL EC B16,Cavalry FC,658563,TXS
RU RED PREMIER RC 1 B15,Richmond United,592475,VA
Prime 2015,Prime Time SC,641859,TXS
CUSE 15B Everton,Cincinnati United,406529,OH
Strikers United 2015 West Boys (BU11),Strikers United,272864,MA
LST B 2014- AC,Laurel Storm,581631,MT
Saline FC 16 Boys Gold,Saline FC,400312,MI
Chargers TPA B2015 Academy Blue,Chargers SC TPA,426393,FL
Summit FC B15 - BC,,473907,UT
Copper Mountain 2015 AB,Copper Mountain,659021,UT
Apex 10UB Arsenal,Apex Soccer Academy,551783,IA
ULETE FC 16/15B Shady,Ulete FC,587831,TXN
ID Panther Academy 15B,Inwood SC,395573,TXS
Gunners 2015B Academy Blue,Gunners Soccer Club,632722,MO
Cincy SC B15 Navy,Cincy SC,283424,OH
U10/U11 Boys White,Bangor SC,520481,ME
EDHSC 15B II,El Dorado Hills Soccer Club,615347,CAN
Eagle FC 15B White,Eagle F.C.,506519,PAE
Brevard Beachside Impact 2015B- Black,Brevard Beachside Soccer Club Inc,391364,FL
BUSA Frederick Boys 15',BUSA Frederick,431686,MD
Delaware Knights 2015 BU10 BLACK,Delaware Knights,509081,OH
City SC UT Select 15B-DC,City SC Utah,505078,UT
Waco United 2015B Black Morales,Waco United SC,637438,TXN
2015 Blue,Galaxy SC,289457,IL
Carolina Velocity IPP Blue,Carolina Velocity FC,608178,NC
Mundelein Lions BLUE 2015,MUNDELEIN LIONS SC,558748,IL
Fontana Scorpions FC B2015,SM503 Fontana Scorpions FC,327857,CAS
Sunflower 15,Soccer Association of Independence,593818,MO
Westminster United,,608959,OK
VCF ACADEMY CHICAGO TARONJA,VALENCIA CF ACADEMY CHICAGO,469220,IL
2015 Boys Black II,Houston Surf Soccer Club,612117,TXS
FC Juventud New England 2015 white,FC Juventud New England,268957,MA
Maroons-B11E-Harrison,Maroons Soccer Club,346857,NJ
U10 Boys (Archive),,579942,FL
Renegades 15B - Welge,Atletico Dallas Youth,508212,TXN
2015B WW2,Western Wisconsin Soccer,540916,MN
Jr Irish 2015B White,Jr. Irish Soccer Club,269037,IN
90+ B2015 Peterson,90+ Project SC,650238,WA
BESA Strikers,Bedford-Euless Soccer,526621,TXN
Warriors-B11D-Stratton,Warriors FC,339754,NJ
Ela 2015 Boys Elite Competitive,Ela Soccer Club,538432,IL
FC Ballyhoo 15 Boys Black,FC Ballyhoo,383354,PAE
B2014 - Valdez,Tiffiny's Soccer Club,641555,CAS
Metasport FC 15B JM (SFC),,396841,UT
10UBRPYSA-508-Howland,Portsmouth YSA,550666,RI
Plymouth United 2015B White,Plymouth United FC,513347,IN
Lake Oswego SC 15B White,Lake Oswego SC,636389,OR
Boys U11 - Knotek 2,Avon Lake Soccer Organization,476741,OH
Columbus Express 2015B Grey,Columbus Express,269496,IN
TSF IA 2015 BOYS BLUE,TSF Academy - NJ,460607,NJ
CFC North 2015 Pre ECNL Sky,CFC North,606063,CT
Stovi Stars 2015 Prodigy,Stovi Stars,489206,FL
B2015 White,Sporting San Diego,462348,CAS
Oranje FC '15/16 Boys,Oranje FC,662219,TXS
Texas Premier 16B RSA Toros,Texas Premier Soccer Club,540648,TXS
Westport U10 B2015 White,Westport Soccer Association,569004,CT
Echo Premier Earthquakes,Indy Premier SC,516392,IN
La Jolla Impact B2015 Black,La Jolla Impact,603261,CAS
Cincy SC B15 Elite,Cincy SC,283423,OH
2015B Pre-Academy/NEAL Blue,Cedar Stars Academy - Monmouth,272090,NJ
U11 - Leeman,Brunswick Travel SC,395957,ME
PSC 2015B,Paladin Soccer Club,654999,AZ
Maroons-B10F-Lawrence,Maroons Soccer Club,346856,NJ
VIP United 2015B Captains,VIP United FC,364856,VA
2015 ACE BLACK,ACE SC,288015,WI
Upper Township SA Super Sonics 2015,Upper Township SA,253443,NJ
Redlands B2015,United SoCal,611972,CAS
2015B CSC Riptide,Chugiak Soccer Club,435786,AK
2015 BLACK,Florida Fire Soccer Club,407487,FL
Club Maryland International Stars,Soccer Association of Montgomery,576360,MD
PASCO RED DRAGONS,Pasco Soccer Club,549566,NJ
Dragon FC B15,Dragon Soccer Club,453175,CAS
NSFC 2015B BLACK,North Shore FC,640215,IL
J Petrov Academy 2015/16,J Petrov Academy,365986,FL
FC Dallas HP RED,,570894,TXN
GFC 15/17 Boys,Greene Futbol Club,629694,VA
Cutters SC 2015 Boys Blue,Cutters Soccer Club,635433,IN
LKF 2014B (Kolokoski),Let Kids Fly,463382,WI
2015 White,CF10 Houston FC,176507,TXN
Dynamo 2015 Boys Black,Dynamo FC,269047,IN
MI Stars Oakland 15B Gold,Michigan Stars Elite SC,374236,MI
Bethel FC 2015B Yellow,Bethel Area Youth Soccer Association,528910,OH
East Orlando Knights FC 2015B Gold,East Orlando Knights Futbol Club ,397024,FL
Nationals Macomb 15 Boys Black,Nationals,87588,MI
BRYC Academy '15B Silver,Braddock Road Youth Club,397688,VA
SESA U9 B,Southeast Soccer Academy,412055,IA
BH Dragons 2015,BH Dragons,515816,IL
Collegiate White B15,Richmond Kickers YSC,492998,VA
AHFC 15B Black SW,Albion Hurricanes FC,549737,TXS
2015B Premier Kadi,Wave SC,409980,MN
BMT ELITE 2015B D2,Spindletop Youth Soccer Association,650895,TXS
Imperial SC 15B Silver,Imperial Soccer Club,506774,TXS
Vikings B2015 Gold,Vikings FC,261693,NJ
Nedo SC B2015 Gold,Nedo SC,509346,KY
CE 15B White,Classics Elite SA,542593,TXS
MUSA Flyers 2015 Boys Orange,Madison United,581183,KY
Empower: NOCO Vipers SC,,578372,MO
11UBCB-BRISTOL-38-Archambault - Bristol FC U11 Boys Green,Bristol Youth Soccer Association,215723,RI
15 Boys Academy 1,United FC Rush,307593,MN
MSSC 2015 Boys,Mahomet-Seymour Soccer Club,626427,IL
B15 Black,AC Brea Soccer,222372,CAS
Premier AC 2015 Navy,Premier AC,406716,VA
