Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Original Team Rank,Team A State,Team B State,Team A Gender,Team B Gender,Team A State Corrected,Team B State Corrected,Team A State Better,Team B State Better,Team A Is Arizona,Team B Is Arizona
2024-11-02,PRFC West Valley 14B Pre-Academy,14 Cityzens,3,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,Festival Field (PRFC - WV),"101 E Lower Buckeye Rd, Avondale, AZ 85323",17066094,120243,496,CA,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-10-27,PRFC West Valley 14B Pre-Academy,Amore 2014 Boys,4,3,W,L,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Silver Black - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980019,120243,496,CA,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-10-26,Phoenix Premier FC 14B CG,PRFC West Valley 14B Pre-Academy,5,0,W,L,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Silver Black - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980015,120243,496,AZ,CA,M,M,Non-AZ,AZ,AZ,AZ,False,True
2024-10-25,PRFC West Valley 14B Pre-Academy,PRFC Desert Foothills 14B Predator,1,0,W,L,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Silver Black - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980011,120243,496,CA,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-10-19,PRFC Scottsdale 14B Predator,PRFC West Valley 14B Pre-Academy,1,4,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",17066107,120243,496,AZ,CA,M,M,AZ,AZ,AZ,AZ,True,True
2024-10-13,AZ Arsenal 14 Boys Teal 2 PJ,PRFC West Valley 14B Pre-Academy,0,7,L,W,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze West,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858976,120243,496,AZ,CA,M,M,Non-AZ,AZ,AZ,AZ,False,True
2024-09-07,PRFC West Valley 14B Pre-Academy,PRFC North Valley 14B Copa,16,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,Festival Field (PRFC - WV),"101 E Lower Buckeye Rd, Avondale, AZ 85323",17066084,120243,496,CA,CO,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-01,PRFC West Valley 14B Pre-Academy,PRFC Scottsdale 14B Pre-Academy,0,8,L,W,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Robinson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17371433,120243,496,CA,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-08-31,PRFC West Valley 14B Pre-Academy,14 ECNL #2,0,7,L,W,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Robinson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17371425,120243,496,CA,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2024-08-30,Tuzos Academy Mesa 2014,PRFC West Valley 14B Pre-Academy,5,1,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Robinson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17371426,120243,496,AZ,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-04-27,Next Level Soccer Southeast 2015 Boys Blue,Real Arizona 2014,3,3,T,T,Schools Out For Summer 2025,Schools Out,U11B U11 Boys 2,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473609,170375,505,UT,AZ,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-04-26,AZ Arsenal 14 Boys AYDP,Real Arizona 2014,1,6,L,W,Schools Out For Summer 2025,Schools Out,U11B U11 Boys 2,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473606,170375,505,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-04-26,Real Arizona 2014,Verde Valley United FC,3,4,L,W,Schools Out For Summer 2025,Schools Out,U11B U11 Boys 2,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473602,170375,505,AZ,Unknown,M,F,AZ,AZ,AZ,AZ,True,True
2025-03-30,Playmaker Futbol Academy 14B White,Real Arizona 2014,1,5,L,W,2025 Arizona Academy Cup | Powered By Rated Sports,Tournaments Powered by Rated Sports ,U11B SILVER - U11,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",20183327,170375,505,CA,AZ,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-03-29,Scottsdale 14 Sandsharks,Real Arizona 2014,4,0,W,L,2025 Arizona Academy Cup | Powered By Rated Sports,Tournaments Powered by Rated Sports ,U11B SILVER - U11,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",20183322,170375,505,AZ,AZ,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-03-29,Real Arizona 2014,14 Cityzens,1,6,L,W,2025 Arizona Academy Cup | Powered By Rated Sports,Tournaments Powered by Rated Sports ,U11B SILVER - U11,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",20183325,170375,505,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-23,2014 Boys Blue,Real Arizona 2014,0,6,L,W,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Silver,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881250,170375,505,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-22,14 Boys Navy,Real Arizona 2014,0,8,L,W,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Silver,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881248,170375,505,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-21,Real Arizona 2014,PRFC Southeast Valley 14B Predator-Central,2,2,T,T,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Silver,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881247,170375,505,AZ,UT,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-16,PRFC North Valley 15B Copa,Real Arizona 2014,2,4,L,W,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket Pink,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826527,170375,505,CO,AZ,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-03-16,Real Arizona 2014,State 48 FC 14 White,8,2,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket Pink,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826532,170375,505,AZ,Unknown,M,F,AZ,Non-AZ,AZ,AZ,True,False
2025-03-15,Real Arizona 2014,14 Cityzens,4,0,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket Pink,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826526,170375,505,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-15,Real Arizona 2014,2014 Tuzos Academy FV,0,8,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 11 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18570147,170375,505,AZ,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-08,Real Arizona 2014,Playmaker Futbol Academy 14B White,6,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 11 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18570146,170375,505,AZ,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-02-01,AZ Arsenal 14 Boys Teal 2 AP,Real Arizona 2014,2,4,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 11 11U Boys,Desert Sky Park (ASA),", 6624 S Power Rd, Mesa, AZ 85212",18570132,170375,505,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-02-01,AZ Inferno 14 Boys Black,Real Arizona 2014,5,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 11 11U Boys,NW- Deems Hill (Inferno),"5050 W Andrea Ln, Phoenix, AZ 85083",18570139,170375,505,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-25,Real Arizona 2014,Synergy FC 14 B,5,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 11 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18570137,170375,505,AZ,Unknown,M,F,AZ,AZ,AZ,AZ,True,True
2025-01-18,Real Arizona 2014,Playmaker Futbol Academy 14B White,7,0,W,L,North Scottsdale Sandsharks Invitational 2025,Sandsharks,U11B U11 Boys Costa Rica,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18653782,170375,505,AZ,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-01-17,Scottsdale 14 Sandsharks,Real Arizona 2014,1,1,T,T,North Scottsdale Sandsharks Invitational 2025,Sandsharks,U11B U11 Boys Costa Rica,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18653780,170375,505,AZ,AZ,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-01-11,Real Arizona 2014,East Valley NSFC 14 Boys Tiggs,11,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 11 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18570128,170375,505,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-12-08,Real Arizona 2014,AZ Arsenal 14 Boys AYDP,3,1,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382628,170375,505,AZ,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-12-08,AZSC 14B Azanger,Real Arizona 2014,1,1,T,T,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382630,170375,505,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2024-12-07,Phoenix Valley Soccer Club boys 2014,Real Arizona 2014,4,5,L,W,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382624,170375,505,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-12-07,Real Arizona 2014,Playmaker Futbol Academy 14B White,4,2,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382620,170375,505,AZ,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-11-10,Select 14B,Real Arizona 2014,3,5,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Wright,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18147022,170375,505,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-11-09,Real Arizona 2014,Phoenix United 2015 Academy,3,4,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Wright,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18147015,170375,505,AZ,AZ,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-11-09,2014 Boys Blue,Real Arizona 2014,0,5,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Wright,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18147019,170375,505,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-10-19,Real Arizona 2014,AZ Arsenal 14 Boys AYDP,4,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 12 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17044430,170375,505,AZ,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-09-21,Real Arizona 2014,ASA 014B Magic,13,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 12 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17044412,170375,505,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-14,2014 Tuzos Academy FV,Real Arizona 2014,8,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 12 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17044411,170375,505,CA,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-07,14B Bratcher,Real Arizona 2014,4,14,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 12 11U Boys,Sweetwater Park (RSL- N),"13230 N. 44th Street, Phoenix, AZ 85032",17044404,170375,505,Unknown,AZ,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2025-09-20,CCV Stars 14 Boys West Orange,FC Deportivo AZ 2014B (Gallegos),0,4,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 5 12U Boys,CCV Surprise Club Fields,"14787 W Cholla St , Surprise, AZ 85379",21762713,368675,520,CA,AZ,M,F,AZ,AZ,AZ,AZ,True,True
2025-09-13,PRFC Southeast Valley 14B Copa,CCV Stars 14 Boys West Orange,0,12,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 5 12U Boys,Red Mountain Soccer Complex North (PRFC SEV),"7745 E Brown Rd, Mesa, AZ 85207",21762710,368675,520,CO,CA,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-09-07,Amore 2014 Boys,CCV Stars 14 Boys West Orange,2,2,T,T,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B Silver (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366392,368675,520,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-07,CCV Stars 14 Boys West Orange,PRFC Scottsdale 14B Predator,2,2,T,T,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B Silver (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366391,368675,520,CA,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-06,Atletico Tuzos Guerrero 2014,CCV Stars 14 Boys West Orange,1,1,T,T,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B Silver (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366389,368675,520,CO,CA,F,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-04-06,FC Deportivo AZ 2014B (Gallegos),CCV Stars 14 Boys West Orange,8,3,W,L,Yavapai All Boys Tournament 2025,Yavapai,U11B U11 Boys 2,Pioneer Park Prescott,"1200 Commerce Drive , Prescott, AZ 86305",20191571,368675,520,AZ,CA,F,M,AZ,AZ,AZ,AZ,True,True
2025-03-01,Madison FC 14 Blue Boys,CCV Stars 14 Boys West Orange,1,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,Madison Heights Elementary (Madison FC) 9v9,"7150 N. 22nd Street , PHOENIX, AZ, AZ 85020",18569685,368675,520,NY,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-01,AZ Arsenal 14 Boys Teal 2 SC,CCV Stars 14 Boys West Orange,0,2,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,Pecos Park (PHX Premier SE/SW),"17010 S 48th St , Phoenix, AZ 85048",18569692,368675,520,AZ,CA,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-02-22,CCV Stars 14 Boys West Orange,State 48 FC 14 White,2,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,CCV Surprise Club Fields,"14787 W Cholla St , Surprise, AZ 85379",18569709,368675,520,CA,Unknown,M,F,AZ,Non-AZ,AZ,AZ,True,False
2025-02-15,CCV Stars 14 Boys West Orange,14 Cityzens,2,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,CCV Surprise Club Fields,"14787 W Cholla St , Surprise, AZ 85379",18569706,368675,520,CA,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-09,Phoenix Premier FC 14B White,CCV Stars 14 Boys West Orange,2,3,L,W,Desert Classic 2025,Desert Classic,U11B U11 Boys Bronze,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969184,368675,520,AZ,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-08,CCV Stars 14 Boys West Orange,FSC United 14 Boys,2,3,L,W,Desert Classic 2025,Desert Classic,U11B U11 Boys Bronze,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969179,368675,520,CA,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-07,14 Cityzens,CCV Stars 14 Boys West Orange,3,1,W,L,Desert Classic 2025,Desert Classic,U11B U11 Boys Bronze,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969176,368675,520,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-01,PRFC Southeast Valley 14B Predator,CCV Stars 14 Boys West Orange,5,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,Pecos Park (PRFC SEV),"17010 S 48th St, Phoenix, AZ 85048",18569699,368675,520,UT,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-12,CCV Stars 14 Boys West Orange,Kingman SC B14 McGill,2,0,W,L,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 Green - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604690,368675,520,CA,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-11,CCV Stars 14 Boys West Orange,Select 14B,2,2,T,T,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 Green - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604684,368675,520,CA,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-10,CCV Stars 14 Boys West Orange,State 48 FC 14 White,1,3,L,W,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 Green - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604682,368675,520,CA,Unknown,M,F,AZ,Non-AZ,AZ,AZ,True,False
2024-11-03,CCV Stars 14 Boys West Orange,AZ Arsenal 14 Boys Teal 2 PJ,1,0,W,L,2024 Rush Cup ,2025 Rush Cup ,U11B U11B BRONZE,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18071243,368675,520,CA,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-11-02,CCV Stars 14 Boys West Orange,Scottsdale 14 Sandsharks,0,6,L,W,2024 Rush Cup ,2025 Rush Cup ,U11B U11B BRONZE,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18071222,368675,520,CA,AZ,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-10-26,CCV Stars 14 Boys West Orange,AZ Arsenal 15 Boys Teal 1 JZ,0,8,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 6 11U Boys,CCV Surprise Club Fields,"14787 W Cholla St , Surprise, AZ 85379",17069433,368675,520,CA,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-10-12,CCV Stars 14 Boys West Orange,Playmaker Futbol Academy 14B White,2,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 6 11U Boys,CCV Surprise Club Fields,"14787 W Cholla St , Surprise, AZ 85379",17069452,368675,520,CA,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-09-21,CCV Stars 14 Boys West Orange,State 48 FC 14 White,1,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 6 11U Boys,CCV Surprise Club Fields,"14787 W Cholla St , Surprise, AZ 85379",17069442,368675,520,CA,Unknown,M,F,AZ,Non-AZ,AZ,AZ,True,False
2024-09-08,Amore 2014 Boys,CCV Stars 14 Boys West Orange,4,3,W,L,FSC Champions Cup (Boys - 2024),Flagstaff Soccer United Cup,U11B U11B Green (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17479111,368675,520,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-07,CCV Stars 14 Boys West Orange,Madison FC 14 Blue Boys,2,5,L,W,FSC Champions Cup (Boys - 2024),Flagstaff Soccer United Cup,U11B U11B Green (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17479100,368675,520,CA,NY,M,M,AZ,AZ,AZ,AZ,True,True
2025-10-05,Tuzos Academy Mesa 2014,Pima Surf 2014 B Blue,0,6,L,W,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 West,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21533689,267400,536,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-10-03,CDO 14B Premier,Pima Surf 2014 B Blue,5,1,W,L,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 West,Naranja Park,"810 W Naranja Dr , Oro Valley, AZ 85737",21533696,267400,536,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-28,Pima Surf 2014 B Blue,PRFC Scottsdale 14B Pre-Academy,1,3,L,W,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 West,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21533706,267400,536,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-21,Dynamos SC 14B Gold,Pima Surf 2014 B Blue,3,2,W,L,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 West,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21533700,267400,536,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-19,Pima Surf 2014 B Blue,CDO 14B Premier,3,3,T,T,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 West,Naranja Park,"810 W Naranja Dr , Oro Valley, AZ 85737",21533678,267400,536,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-16,Pima Surf 2014 B Blue,Pima Surf Academy Boys 15,5,1,W,L,2025 Pima County Surf Challenge,Arizona Athletic Grounds Tournament Series,U11B U11 Boys,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",19902859,267400,536,AZ,AZ,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-02-28,VSC 2014 Boys Green,Pima Surf 2014 B Blue,1,4,L,W,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Naranja,"810 W Naranja Dr , Oro Valley, AZ 85737",18597722,267400,536,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-27,Pima Surf 2014 B Blue,CDO 14B Premier,1,2,L,W,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Naranja,"810 W Naranja Dr , Oro Valley, AZ 85737",18597717,267400,536,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-16,Pima Surf 2014 B Blue,VSC 2014 Boys Green,1,2,L,W,2025 RSL Jacobs Classic,Jacobs Classic,U11B Bronze,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940785,267400,536,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-14,Pima Surf 2014 B Blue,VSC 2014 Boys Green,1,1,T,T,2025 RSL Jacobs Classic,Jacobs Classic,U11B Bronze,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940782,267400,536,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-18,Pima Surf 2014 B Blue,14 ECNL #1,0,6,L,W,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Tunisia,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18662778,267400,536,AZ,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2024-11-02,CDO 14B Premier,Pima Surf 2014 B Blue,4,2,W,L,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Gold,Ochoa,"3450 N Fairview , Tucson, AZ 85705",17770667,267400,536,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-10-06,Pima Surf 2014 B Blue,VSC 2014 Boys White,4,2,W,L,2024 FC Sonora Socctoberfest,Socctoberfest,U11B Silver,Rillito,"4502 North 1st Avenue , Tucson, AZ 85718",17815896,267400,536,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-21,Pima Surf 2014 B Blue,14 ECNL #2,0,2,L,W,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U11B U11 Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17704538,267400,536,AZ,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2025-10-05,Southeast 2014 Boys Green,14B Rayados Blue,4,4,T,T,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 East,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21538088,514142,566,UT,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
